"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerBirthdateComparator record1Value","[1] PlayerBirthdateComparator record2Value","[1] PlayerBirthdateComparator record1PreprocessedValue","[1] PlayerBirthdateComparator record2PreprocessedValue","[1] PlayerBirthdateComparator similarity","[1] PlayerBirthdateComparator postproccesedSimilarity"
"LinearCombinationMatchingRule","tm_4541","fm_2311","0.0",,"Badou Ndiaye","Sebastian Griesbeck","Badou Ndiaye","Sebastian Griesbeck","0.0","0.0","1990-10-27T00:00","1990-10-03T00:00","1990-10-27T00:00","1990-10-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8007","fm_11980","0.0",,"Moritz-Broni Kwarteng","Tom McIntyre","Moritz-Broni Kwarteng","Tom McIntyre","0.0","0.0","1998-04-28T00:00","1998-11-06T00:00","1998-04-28T00:00","1998-11-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_4541","fm_2313","0.0",,"Badou Ndiaye","Alexander Esswein","Badou Ndiaye","Alexander Esswein","0.0","0.0","1990-10-27T00:00","1990-03-25T00:00","1990-10-27T00:00","1990-03-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2054","fm_2641","0.0",,"CJ dos Santos","Ludovit Reis","CJ dos Santos","Ludovit Reis","0.0","0.0","2000-08-24T00:00","2000-06-01T00:00","2000-08-24T00:00","2000-06-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_4541","fm_2315","0.0",,"Badou Ndiaye","Tony Jantschke","Badou Ndiaye","Tony Jantschke","0.0","0.0","1990-10-27T00:00","1990-04-07T00:00","1990-10-27T00:00","1990-04-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9613","fm_10727","0.0",,"Jesús Clemente","Li Wei","Jesús Clemente","Li Wei","0.0","0.0","2000-09-08T00:00","2000-08-30T00:00","2000-09-08T00:00","2000-08-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9613","fm_10726","0.0",,"Jesús Clemente","Liao Baiji","Jesús Clemente","Liao Baiji","0.0","0.0","2000-09-08T00:00","2000-04-09T00:00","2000-09-08T00:00","2000-04-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3510","fm_2703","0.0",,"Borna Sosa","Blendi Idrizi","Borna Sosa","Blendi Idrizi","0.0","0.0","1998-01-21T00:00","1998-05-02T00:00","1998-01-21T00:00","1998-05-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1538","fm_10380","0.0",,"Greg Ranjitsingh","Zhang Wei","Greg Ranjitsingh","Zhang Wei","0.0","0.0","1993-07-18T00:00","1993-03-28T00:00","1993-07-18T00:00","1993-03-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7468","fm_12452","0.0",,"James Trafford","Rafferty Pedder","James Trafford","Rafferty Pedder","0.0","0.0","2002-10-10T00:00","2002-04-06T00:00","2002-10-10T00:00","2002-04-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2739","fm_16909","0.0",,"Mladen Cvjetinovic","Ni Rodrigues","Mladen Cvjetinovic","Ni Rodrigues","0.0","0.0","2003-09-18T00:00","2003-03-01T00:00","2003-09-18T00:00","2003-03-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2241","fm_16402","0.0",,"Mohammed Al-Yami","Théo Le Bris","Mohammed Al-Yami","Théo Le Bris","0.0","0.0","2002-04-02T00:00","2002-10-01T00:00","2002-04-02T00:00","2002-10-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3074","fm_14762","0.0",,"Sabit Abdusalam","Rúben Lameiras","Sabit Abdusalam","Rúben Lameiras","0.0","0.0","1994-03-26T00:00","1994-12-22T00:00","1994-03-26T00:00","1994-12-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3552","fm_16308","0.0",,"Vangelis Pavlidis","Djibril Diani","Vangelis Pavlidis","Djibril Diani","0.0","0.0","1998-11-21T00:00","1998-02-11T00:00","1998-11-21T00:00","1998-02-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5554","fm_3385","0.0",,"Renan Lodi","Niklas Tarnat","Renan Lodi","Niklas Tarnat","0.0","0.0","1998-04-08T00:00","1998-05-26T00:00","1998-04-08T00:00","1998-05-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9090","fm_16925","0.0",,"Mattia Felici","Edgar Braga","Mattia Felici","Edgar Braga","0.0","0.0","2001-04-17T00:00","2001-05-07T00:00","2001-04-17T00:00","2001-05-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5289","fm_11625","0.0",,"Alhassane Sylla","Kenny Tete","Alhassane Sylla","Kenny Tete","0.0","0.0","1995-08-24T00:00","1995-10-09T00:00","1995-08-24T00:00","1995-10-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3185","fm_13405","0.0",,"Mingcan Hua","Oliver Sanderson","Mingcan Hua","Oliver Sanderson","0.0","0.0","2003-01-05T00:00","2003-12-03T00:00","2003-01-05T00:00","2003-12-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7073","fm_12051","0.0",,"Roméo Lavia","Kaide Gordon","Roméo Lavia","Kaide Gordon","0.0","0.0","2004-01-06T00:00","2004-10-05T00:00","2004-01-06T00:00","2004-10-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9469","fm_10564","0.0",,"Samuel Obeng","Wang Peng","Samuel Obeng","Wang Peng","0.0","0.0","1997-05-15T00:00","1997-11-16T00:00","1997-05-15T00:00","1997-11-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_6798","fm_9954","0.0",,"Pablo Torre","Alperen Elmas","Pablo Torre","Alperen Elmas","0.0","0.0","2003-04-03T00:00","2003-06-20T00:00","2003-04-03T00:00","2003-06-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5272","fm_11610","0.0",,"Sylvester Jasper","Anthony Gordon","Sylvester Jasper","Anthony Gordon","0.0","0.0","2001-09-13T00:00","2001-02-24T00:00","2001-09-13T00:00","2001-02-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9564","fm_7411","0.0",,"Víctor Moreno","Tommaso Garrone","Víctor Moreno","Tommaso Garrone","0.0","0.0","2005-09-30T00:00","2005-09-26T00:00","2005-09-30T00:00","2005-09-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2281","fm_16442","0.0",,"Mohammed Al-Dhulayfi","Jekob Jeno","Mohammed Al-Dhulayfi","Jekob Jeno","0.0","0.0","2000-05-12T00:00","2000-06-22T00:00","2000-05-12T00:00","2000-06-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9564","fm_7412","0.0",,"Víctor Moreno","Davide Cattaneo","Víctor Moreno","Davide Cattaneo","0.0","0.0","2005-09-30T00:00","2005-04-14T00:00","2005-09-30T00:00","2005-04-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2155","fm_16315","0.0",,"Jesús Bueno","Dani Rebollo","Jesús Bueno","Dani Rebollo","0.0","0.0","1999-04-15T00:00","1999-12-10T00:00","1999-04-15T00:00","1999-12-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_10306","fm_10692","0.0",,"Julio Pleguezuelo","Zheng Yiming","Julio Pleguezuelo","Zheng Yiming","0.0","0.0","1997-01-26T00:00","1997-01-24T00:00","1997-01-26T00:00","1997-01-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9934","fm_13583","0.0",,"Dennis Cirkin","Terrell Agyemang","Dennis Cirkin","Terrell Agyemang","0.0","0.0","2002-04-06T00:00","2002-11-13T00:00","2002-04-06T00:00","2002-11-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2376","fm_1508","0.0",,"Marwane Saadane","Sebastien Ibeagha","Marwane Saadane","Sebastien Ibeagha","0.0","0.0","1992-01-17T00:00","1992-01-21T00:00","1992-01-17T00:00","1992-01-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9934","fm_13584","0.0",,"Dennis Cirkin","Chris Francis","Dennis Cirkin","Chris Francis","0.0","0.0","2002-04-06T00:00","2002-11-15T00:00","2002-04-06T00:00","2002-11-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2004","fm_17634","0.0",,"Tizian Zimmermann","Rui André","Tizian Zimmermann","Rui André","0.0","0.0","2002-01-02T00:00","2002-10-17T00:00","2002-01-02T00:00","2002-10-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1622","fm_7229","0.0",,"Ibrahim Aliyu","Mats Lemmens","Ibrahim Aliyu","Mats Lemmens","0.0","0.0","2002-01-16T00:00","2002-03-10T00:00","2002-01-16T00:00","2002-03-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8200","fm_8945","0.0",,"Justin-Noël Kalumba","Luca Sonzogni","Justin-Noël Kalumba","Luca Sonzogni","0.0","0.0","2004-12-25T00:00","2004-08-05T00:00","2004-12-25T00:00","2004-08-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8200","fm_8944","0.0",,"Justin-Noël Kalumba","Paolo Scalmana","Justin-Noël Kalumba","Paolo Scalmana","0.0","0.0","2004-12-25T00:00","2004-03-01T00:00","2004-12-25T00:00","2004-03-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3466","fm_16218","0.0",,"Ondrej Lingr","Yoël Armougom","Ondrej Lingr","Yoël Armougom","0.0","0.0","1998-10-07T00:00","1998-06-05T00:00","1998-10-07T00:00","1998-06-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2051","fm_2645","0.0",,"Felix Higl","Filip Uremović","Felix Higl","Filip Uremović","0.0","0.0","1997-01-08T00:00","1997-02-11T00:00","1997-01-08T00:00","1997-02-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5731","fm_17132","0.0",,"Ângelo","Enzo Vita","Ângelo","Enzo Vita","0.0","0.0","2004-12-21T00:00","2004-05-29T00:00","2004-12-21T00:00","2004-05-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8917","fm_1452","0.0",,"Edoardo Duca","Derrick Jones","Edoardo Duca","Derrick Jones","0.0","0.0","1997-05-03T00:00","1997-03-03T00:00","1997-05-03T00:00","1997-03-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_10049","fm_18213","0.0",,"Jake Garrett","Pablo Arriaza","Jake Garrett","Pablo Arriaza","0.0","0.0","2003-03-10T00:00","2003-08-20T00:00","2003-03-10T00:00","2003-08-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7580","fm_9319","0.0",,"Mathys Tel","Giuseppe Viviano","Mathys Tel","Giuseppe Viviano","0.0","0.0","2005-04-27T00:00","2005-09-25T00:00","2005-04-27T00:00","2005-09-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2899","fm_7084","0.0",,"Zihao Xia","Joseph Nonge Boende","Zihao Xia","Joseph Nonge Boende","0.0","0.0","2005-03-27T00:00","2005-05-15T00:00","2005-03-27T00:00","2005-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8631","fm_12200","0.0",,"Niccolò Pietra","Salah Oulad M'Hand","Niccolò Pietra","Salah Oulad M'Hand","0.0","0.0","2003-09-28T00:00","2003-08-20T00:00","2003-09-28T00:00","2003-08-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1629","fm_10473","0.0",,"Derrick Williams","Du Jia","Derrick Williams","Du Jia","0.0","0.0","1993-01-17T00:00","1993-05-01T00:00","1993-01-17T00:00","1993-05-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8382","fm_10894","0.0",,"Romaric Yapi","Gao Shuo","Romaric Yapi","Gao Shuo","0.0","0.0","2000-07-13T00:00","2000-06-14T00:00","2000-07-13T00:00","2000-06-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_6795","fm_9950","0.0",,"Ibrahima Kébé","Mustafa Bozan","Ibrahima Kébé","Mustafa Bozan","0.0","0.0","2000-08-01T00:00","2000-08-23T00:00","2000-08-01T00:00","2000-08-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8172","fm_4916","0.0",,"Kévin Danois","Flavien Mboyo","Kévin Danois","Flavien Mboyo","0.0","0.0","2004-06-28T00:00","2004-06-01T00:00","2004-06-28T00:00","2004-06-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8538","fm_12103","0.0",,"Edson Seidou","Shane Ferguson","Edson Seidou","Shane Ferguson","0.0","0.0","1991-10-07T00:00","1991-07-12T00:00","1991-10-07T00:00","1991-07-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7038","fm_12014","0.0",,"Ben White","Lewis Travis","Ben White","Lewis Travis","0.0","0.0","1997-10-08T00:00","1997-10-16T00:00","1997-10-08T00:00","1997-10-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7171","fm_12159","0.0",,"Martin Dúbravka","Lukas Jutkiewicz","Martin Dúbravka","Lukas Jutkiewicz","0.0","0.0","1989-01-15T00:00","1989-03-20T00:00","1989-01-15T00:00","1989-03-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1303","fm_8364","0.0",,"Matteo Campagna","Tommaso Goffi","Matteo Campagna","Tommaso Goffi","0.0","0.0","2004-06-27T00:00","2004-01-06T00:00","2004-06-27T00:00","2004-01-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_6358","fm_12759","0.0",,"Samuele Vignato","Ryan Hammond","Samuele Vignato","Ryan Hammond","0.0","0.0","2004-02-24T00:00","2004-04-04T00:00","2004-02-24T00:00","2004-04-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5454","fm_15798","0.0",,"Keliano Manuel","Jesús Vázquez","Keliano Manuel","Jesús Vázquez","0.0","0.0","2003-01-16T00:00","2003-01-02T00:00","2003-01-16T00:00","2003-01-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_6134","fm_15059","0.0",,"Taty Castellanos","Jean-Ricner Bellegarde","Taty Castellanos","Jean-Ricner Bellegarde","0.0","0.0","1998-10-03T00:00","1998-06-27T00:00","1998-10-03T00:00","1998-06-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8289","fm_10791","0.0",,"Téva Gardies","Abdursul","Téva Gardies","Abdursul","0.0","0.0","2001-04-01T00:00","2001-03-10T00:00","2001-04-01T00:00","2001-03-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1105","fm_5644","0.0",,"Owen Wolff","Görkem Koca","Owen Wolff","Görkem Koca","0.0","0.0","2004-12-30T00:00","2004-07-19T00:00","2004-12-30T00:00","2004-07-19T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1105","fm_5643","0.0",,"Owen Wolff","Maurizio Robotta","Owen Wolff","Maurizio Robotta","0.0","0.0","2004-12-30T00:00","2004-07-18T00:00","2004-12-30T00:00","2004-07-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8676","fm_12246","0.0",,"Giacomo Quagliata","Brooklyn Lyons-Foster","Giacomo Quagliata","Brooklyn Lyons-Foster","0.0","0.0","2000-02-19T00:00","2000-12-01T00:00","2000-02-19T00:00","2000-12-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7771","fm_12768","0.0",,"Hugo Larsson","Joe Snowdon","Hugo Larsson","Joe Snowdon","0.0","0.0","2004-06-27T00:00","2004-02-14T00:00","2004-06-27T00:00","2004-02-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8956","fm_12532","0.0",,"Luca Bolletta","Charles Sagoe","Luca Bolletta","Charles Sagoe","0.0","0.0","2004-11-26T00:00","2004-07-24T00:00","2004-11-26T00:00","2004-07-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7771","fm_12769","0.0",,"Hugo Larsson","Keenan Carole","Hugo Larsson","Keenan Carole","0.0","0.0","2004-06-27T00:00","2004-08-04T00:00","2004-06-27T00:00","2004-08-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_4605","fm_6374","0.0",,"Dario Saric","Gabriel Strefezza","Dario Saric","Gabriel Strefezza","0.0","0.0","1997-05-30T00:00","1997-04-18T00:00","1997-05-30T00:00","1997-04-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7870","fm_15394","0.0",,"Dion Beljo","Adil Aouchiche","Dion Beljo","Adil Aouchiche","0.0","0.0","2002-03-01T00:00","2002-07-15T00:00","2002-03-01T00:00","2002-07-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5316","fm_15653","0.0",,"Hugo Oliveira","Alejandro Francés","Hugo Oliveira","Alejandro Francés","0.0","0.0","2002-02-10T00:00","2002-08-01T00:00","2002-02-10T00:00","2002-08-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_10649","fm_3802","0.0",,"Simon Rhein","Leonardo Lopes","Simon Rhein","Leonardo Lopes","0.0","0.0","1998-05-18T00:00","1998-11-30T00:00","1998-05-18T00:00","1998-11-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3609","fm_5320","0.0",,"Bernt Klaverboer","Luca Schmidt","Bernt Klaverboer","Luca Schmidt","0.0","0.0","2005-09-26T00:00","2005-11-07T00:00","2005-09-26T00:00","2005-11-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2727","fm_5858","0.0",,"Ji-han Lee","Bennet Kluge","Ji-han Lee","Bennet Kluge","0.0","0.0","2003-01-08T00:00","2003-02-05T00:00","2003-01-08T00:00","2003-02-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_4671","fm_2446","0.0",,"Robert Muric","Lucas Mineiro","Robert Muric","Lucas Mineiro","0.0","0.0","1996-03-12T00:00","1996-02-24T00:00","1996-03-12T00:00","1996-02-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_4671","fm_2447","0.0",,"Robert Muric","Mario González","Robert Muric","Mario González","0.0","0.0","1996-03-12T00:00","1996-02-25T00:00","1996-03-12T00:00","1996-02-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8343","fm_13393","0.0",,"Yassine Haouari","Pharrell Willis","Yassine Haouari","Pharrell Willis","0.0","0.0","2003-02-13T00:00","2003-02-23T00:00","2003-02-13T00:00","2003-02-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9851","fm_12019","0.0",,"Bashir Humphreys","Calvin Ramsay","Bashir Humphreys","Calvin Ramsay","0.0","0.0","2003-03-15T00:00","2003-07-31T00:00","2003-03-15T00:00","2003-07-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_4201","fm_15955","0.0",,"Warleson","Carlos Nieto","Warleson","Carlos Nieto","0.0","0.0","1996-08-31T00:00","1996-05-06T00:00","1996-08-31T00:00","1996-05-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5248","fm_9800","0.0",,"Alejandro Marqués","Abdullah Dijlan Aydın","Alejandro Marqués","Abdullah Dijlan Aydın","0.0","0.0","2000-08-04T00:00","2000-06-16T00:00","2000-08-04T00:00","2000-06-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2171","fm_16330","0.0",,"Thiago Martins","Zakaria Naïdji","Thiago Martins","Zakaria Naïdji","0.0","0.0","1995-03-17T00:00","1995-01-19T00:00","1995-03-17T00:00","1995-01-19T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8643","fm_12212","0.0",,"Alessandro Circati","Matthew Cox","Alessandro Circati","Matthew Cox","0.0","0.0","2003-10-10T00:00","2003-05-02T00:00","2003-10-10T00:00","2003-05-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_6745","fm_14204","0.0",,"Rubén Peña","Thomas Delaney","Rubén Peña","Thomas Delaney","0.0","0.0","1991-07-18T00:00","1991-09-03T00:00","1991-07-18T00:00","1991-09-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9620","fm_10734","0.0",,"Álex Barbu","Han Dong","Álex Barbu","Han Dong","0.0","0.0","2001-05-26T00:00","2001-03-02T00:00","2001-05-26T00:00","2001-03-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3535","fm_2727","0.0",,"David Møller Wolfe","Tim Breithaupt","David Møller Wolfe","Tim Breithaupt","0.0","0.0","2002-04-23T00:00","2002-02-07T00:00","2002-04-23T00:00","2002-02-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_4770","fm_2550","0.0",,"Adolfo Gaich","Fabian Nürnberger","Adolfo Gaich","Fabian Nürnberger","0.0","0.0","1999-02-26T00:00","1999-07-28T00:00","1999-02-26T00:00","1999-07-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7542","fm_12531","0.0",,"Issa Kaboré","Bayli Spencer-Adams","Issa Kaboré","Bayli Spencer-Adams","0.0","0.0","2001-05-12T00:00","2001-06-26T00:00","2001-05-12T00:00","2001-06-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8098","fm_4837","0.0",,"Zan Vipotnik","Simom Nötzold","Zan Vipotnik","Simom Nötzold","0.0","0.0","2002-03-18T00:00","2002-04-11T00:00","2002-03-18T00:00","2002-04-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7961","fm_9702","0.0",,"Michael Zetterer","Emre Taşdemir","Michael Zetterer","Emre Taşdemir","0.0","0.0","1995-07-12T00:00","1995-08-08T00:00","1995-07-12T00:00","1995-08-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8200","fm_13252","0.0",,"Justin-Noël Kalumba","Kartell Dawkins","Justin-Noël Kalumba","Kartell Dawkins","0.0","0.0","2004-12-25T00:00","2004-05-07T00:00","2004-12-25T00:00","2004-05-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5438","fm_3263","0.0",,"Zé Luís","Jan Löhmannsröben","Zé Luís","Jan Löhmannsröben","0.0","0.0","1991-01-24T00:00","1991-04-21T00:00","1991-01-24T00:00","1991-04-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2652","fm_16821","0.0",,"Jonah Husseck","Adrián Suárez","Jonah Husseck","Adrián Suárez","0.0","0.0","2004-01-26T00:00","2004-12-13T00:00","2004-01-26T00:00","2004-12-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1493","fm_4563","0.0",,"Ronald Donkor","Michel Kusch","Ronald Donkor","Michel Kusch","0.0","0.0","2004-11-20T00:00","2004-03-30T00:00","2004-11-20T00:00","2004-03-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8999","fm_6806","0.0",,"Aldo Florenzi","Brian Oddei","Aldo Florenzi","Brian Oddei","0.0","0.0","2002-04-02T00:00","2002-09-18T00:00","2002-04-02T00:00","2002-09-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7811","fm_15334","0.0",,"Lucas Höler","Naomichi Ueda","Lucas Höler","Naomichi Ueda","0.0","0.0","1994-07-10T00:00","1994-10-24T00:00","1994-07-10T00:00","1994-10-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3364","fm_2544","0.0",,"Fahd Al-Hamad","Ragnar Ache","Fahd Al-Hamad","Ragnar Ache","0.0","0.0","1998-07-01T00:00","1998-07-28T00:00","1998-07-01T00:00","1998-07-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1614","fm_7216","0.0",,"Brooklyn Raines","Ethan Bouah","Brooklyn Raines","Ethan Bouah","0.0","0.0","2005-03-11T00:00","2005-02-23T00:00","2005-03-11T00:00","2005-02-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_6590","fm_11525","0.0",,"Igor Zubeldia","Max Kilman","Igor Zubeldia","Max Kilman","0.0","0.0","1997-03-30T00:00","1997-05-23T00:00","1997-03-30T00:00","1997-05-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1614","fm_7215","0.0",,"Brooklyn Raines","Riccardo Marcelli","Brooklyn Raines","Riccardo Marcelli","0.0","0.0","2005-03-11T00:00","2005-04-07T00:00","2005-03-11T00:00","2005-04-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5851","fm_2215","0.0",,"Stijn Spierings","Pascal Stenzel","Stijn Spierings","Pascal Stenzel","0.0","0.0","1996-03-12T00:00","1996-03-20T00:00","1996-03-12T00:00","1996-03-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_8238","fm_7501","0.0",,"Brahim Traoré","Riccardo Zafferri","Brahim Traoré","Riccardo Zafferri","0.0","0.0","2004-02-04T00:00","2004-03-13T00:00","2004-02-04T00:00","2004-03-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5854","fm_2225","0.0",,"Kléri Serber","Cameron Puertas","Kléri Serber","Cameron Puertas","0.0","0.0","1998-07-03T00:00","1998-08-18T00:00","1998-07-03T00:00","1998-08-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_9282","fm_10391","0.0",,"Fran Gámez","Abdullah Al-Oaisher","Fran Gámez","Abdullah Al-Oaisher","0.0","0.0","1991-07-27T00:00","1991-06-13T00:00","1991-07-27T00:00","1991-06-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2669","fm_16837","0.0",,"Samuel Bamba","Vladyslav Ostrovskyi","Samuel Bamba","Vladyslav Ostrovskyi","0.0","0.0","2004-02-13T00:00","2004-09-13T00:00","2004-02-13T00:00","2004-09-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2820","fm_10260","0.0",,"Shenchao Wang","Jiang Zhipeng","Shenchao Wang","Jiang Zhipeng","0.0","0.0","1989-02-08T00:00","1989-03-06T00:00","1989-02-08T00:00","1989-03-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_7190","fm_7868","0.0",,"Lewis Miley","Tito Gasperini","Lewis Miley","Tito Gasperini","0.0","0.0","2006-05-01T00:00","2006-03-09T00:00","2006-05-01T00:00","2006-03-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_2820","fm_10261","0.0",,"Shenchao Wang","Lyu Wenjun","Shenchao Wang","Lyu Wenjun","0.0","0.0","1989-02-08T00:00","1989-03-11T00:00","1989-02-08T00:00","1989-03-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_3205","fm_17422","0.0",,"Junwei Zheng","Reyan Kraouche","Junwei Zheng","Reyan Kraouche","0.0","0.0","2004-01-10T00:00","2004-11-01T00:00","2004-01-10T00:00","2004-11-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1358","fm_16931","0.0",,"Fred Emmings","Yoan Koré","Fred Emmings","Yoan Koré","0.0","0.0","2004-02-08T00:00","2004-11-16T00:00","2004-02-08T00:00","2004-11-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_1281","fm_1821","0.0",,"Eryk Williamson","Edson Álvarez","Eryk Williamson","Edson Álvarez","0.0","0.0","1997-06-11T00:00","1997-10-24T00:00","1997-06-11T00:00","1997-10-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","tm_5551","fm_3388","0.0",,"Samuel Gigot","Alexander Sorge","Samuel Gigot","Alexander Sorge","0.0","0.0","1993-10-12T00:00","1993-04-21T00:00","1993-10-12T00:00","1993-04-21T00:00","0.0","0.0"
