"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerBirthdateComparator record1Value","[0] PlayerBirthdateComparator record2Value","[0] PlayerBirthdateComparator record1PreprocessedValue","[0] PlayerBirthdateComparator record2PreprocessedValue","[0] PlayerBirthdateComparator similarity","[0] PlayerBirthdateComparator postproccesedSimilarity"
"LinearCombinationMatchingRule","eafc_4686","fm_10311","0.0",,"1996-03-11T00:00","1993-08-31T00:00","1996-03-11T00:00","1993-08-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10312","0.0",,"1996-03-11T00:00","1992-12-25T00:00","1996-03-11T00:00","1992-12-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_14913","0.0",,"1996-03-11T00:00","1987-05-15T00:00","1996-03-11T00:00","1987-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10314","0.0",,"1996-03-11T00:00","1989-11-21T00:00","1996-03-11T00:00","1989-11-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_2363","0.0",,"1996-03-11T00:00","1986-10-06T00:00","1996-03-11T00:00","1986-10-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_11825","0.6666666666666667",,"2000-02-08T00:00","1999-03-26T00:00","2000-02-08T00:00","1999-03-26T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_4686","fm_18275","0.0",,"1996-03-11T00:00","2005-02-18T00:00","1996-03-11T00:00","2005-02-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_6979","0.33333333333333337",,"1996-03-11T00:00","1998-06-28T00:00","1996-03-11T00:00","1998-06-28T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_9410","fm_10864","0.6666666666666667",,"2001-03-28T00:00","2002-11-11T00:00","2001-03-28T00:00","2002-11-11T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_4686","fm_10791","0.0",,"1996-03-11T00:00","2001-03-10T00:00","1996-03-11T00:00","2001-03-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_8449","0.0",,"2003-02-10T00:00","2006-02-23T00:00","2003-02-10T00:00","2006-02-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_16690","0.0",,"1996-05-01T00:00","2003-11-27T00:00","1996-05-01T00:00","2003-11-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_17017","0.6666666666666667",,"2001-03-28T00:00","2002-09-29T00:00","2001-03-28T00:00","2002-09-29T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_4686","fm_18274","0.0",,"1996-03-11T00:00","2005-03-04T00:00","1996-03-11T00:00","2005-03-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_15362","0.6666666666666667",,"1996-05-01T00:00","1997-11-21T00:00","1996-05-01T00:00","1997-11-21T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9410","fm_18352","0.0",,"2001-03-28T00:00","2004-03-14T00:00","2001-03-28T00:00","2004-03-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_17022","0.0",,"2001-03-28T00:00","2005-05-31T00:00","2001-03-28T00:00","2005-05-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_9922","0.0",,"2000-02-08T00:00","2003-01-09T00:00","2000-02-08T00:00","2003-01-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_3143","0.6666666666666667",,"2000-02-08T00:00","1999-11-12T00:00","2000-02-08T00:00","1999-11-12T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9484","fm_18210","0.0",,"2000-02-08T00:00","2004-01-26T00:00","2000-02-08T00:00","2004-01-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_16867","0.0",,"2003-02-10T00:00","2000-02-11T00:00","2003-02-10T00:00","2000-02-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_17984","0.0",,"1998-04-01T00:00","2005-04-17T00:00","1998-04-01T00:00","2005-04-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_11717","0.0",,"2001-03-28T00:00","1997-02-10T00:00","2001-03-28T00:00","1997-02-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_17177","0.0",,"1996-03-11T00:00","2005-10-01T00:00","1996-03-11T00:00","2005-10-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_8516","0.0",,"1998-04-01T00:00","2003-11-17T00:00","1998-04-01T00:00","2003-11-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_6979","0.33333333333333337",,"1996-05-01T00:00","1998-06-28T00:00","1996-05-01T00:00","1998-06-28T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_4686","fm_11626","0.0",,"1996-03-11T00:00","1987-01-03T00:00","1996-03-11T00:00","1987-01-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_16237","1.0",,"2001-04-02T00:00","2001-09-08T00:00","2001-04-02T00:00","2001-09-08T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_5908","fm_16466","0.0",,"1996-05-01T00:00","2003-07-29T00:00","1996-05-01T00:00","2003-07-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_16225","0.0",,"1996-05-01T00:00","2001-03-28T00:00","1996-05-01T00:00","2001-03-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_4174","0.0",,"2001-04-02T00:00","2004-10-06T00:00","2001-04-02T00:00","2004-10-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_17726","0.6666666666666667",,"2003-02-10T00:00","2002-01-26T00:00","2003-02-10T00:00","2002-01-26T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10803","fm_15572","0.6666666666666667",,"1998-04-01T00:00","1999-11-04T00:00","1998-04-01T00:00","1999-11-04T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_8073","fm_8516","0.33333333333333337",,"2001-04-02T00:00","2003-11-17T00:00","2001-04-02T00:00","2003-11-17T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_8073","fm_10948","0.33333333333333337",,"2001-04-02T00:00","2003-01-05T00:00","2001-04-02T00:00","2003-01-05T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_10803","fm_14016","0.0",,"1998-04-01T00:00","2003-09-28T00:00","1998-04-01T00:00","2003-09-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_9833","0.0",,"1998-04-01T00:00","1995-06-07T00:00","1998-04-01T00:00","1995-06-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_18130","0.0",,"2001-03-28T00:00","2004-03-04T00:00","2001-03-28T00:00","2004-03-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_8615","0.0",,"2000-02-08T00:00","2006-01-08T00:00","2000-02-08T00:00","2006-01-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_7768","0.0",,"2000-02-08T00:00","2003-05-16T00:00","2000-02-08T00:00","2003-05-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_7101","1.0",,"2003-02-10T00:00","2003-02-21T00:00","2003-02-10T00:00","2003-02-21T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_5908","fm_16237","0.0",,"1996-05-01T00:00","2001-09-08T00:00","1996-05-01T00:00","2001-09-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_15398","0.6666666666666667",,"2001-04-02T00:00","2000-04-16T00:00","2001-04-02T00:00","2000-04-16T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9484","fm_4491","0.0",,"2000-02-08T00:00","2006-04-02T00:00","2000-02-08T00:00","2006-04-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_13165","0.0",,"1998-04-01T00:00","2002-12-01T00:00","1998-04-01T00:00","2002-12-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_9833","0.0",,"2001-04-02T00:00","1995-06-07T00:00","2001-04-02T00:00","1995-06-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_7612","0.6666666666666667",,"1996-05-01T00:00","1995-07-30T00:00","1996-05-01T00:00","1995-07-30T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9410","fm_18313","0.0",,"2001-03-28T00:00","2006-02-10T00:00","2001-03-28T00:00","2006-02-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_8800","0.0",,"2000-02-08T00:00","2003-05-25T00:00","2000-02-08T00:00","2003-05-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_3016","0.33333333333333337",,"1996-05-01T00:00","1994-03-30T00:00","1996-05-01T00:00","1994-03-30T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_9484","fm_4682","0.33333333333333337",,"2000-02-08T00:00","2002-08-17T00:00","2000-02-08T00:00","2002-08-17T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_9410","fm_11927","0.0",,"2001-03-28T00:00","1987-12-13T00:00","2001-03-28T00:00","1987-12-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_4285","0.0",,"2003-02-10T00:00","2006-04-20T00:00","2003-02-10T00:00","2006-04-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_17984","0.33333333333333337",,"2003-02-10T00:00","2005-04-17T00:00","2003-02-10T00:00","2005-04-17T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_4686","fm_10358","0.0",,"1996-03-11T00:00","1991-11-01T00:00","1996-03-11T00:00","1991-11-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10359","1.0",,"1996-03-11T00:00","1996-08-16T00:00","1996-03-11T00:00","1996-08-16T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_9484","fm_11626","0.0",,"2000-02-08T00:00","1987-01-03T00:00","2000-02-08T00:00","1987-01-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_15572","0.0",,"2003-02-10T00:00","1999-11-04T00:00","2003-02-10T00:00","1999-11-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_14279","0.0",,"1998-04-01T00:00","1987-05-13T00:00","1998-04-01T00:00","1987-05-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_15275","0.0",,"2001-03-28T00:00","1993-12-30T00:00","2001-03-28T00:00","1993-12-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_16690","0.0",,"1998-04-01T00:00","2003-11-27T00:00","1998-04-01T00:00","2003-11-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_6475","0.0",,"2003-02-10T00:00","1993-01-11T00:00","2003-02-10T00:00","1993-01-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_17984","0.0",,"1996-05-01T00:00","2005-04-17T00:00","1996-05-01T00:00","2005-04-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10586","0.0",,"1996-03-11T00:00","2003-09-15T00:00","1996-03-11T00:00","2003-09-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_15572","0.33333333333333337",,"2001-04-02T00:00","1999-11-04T00:00","2001-04-02T00:00","1999-11-04T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_10803","fm_15362","0.6666666666666667",,"1998-04-01T00:00","1997-11-21T00:00","1998-04-01T00:00","1997-11-21T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_4686","fm_10348","0.33333333333333337",,"1996-03-11T00:00","1994-05-15T00:00","1996-03-11T00:00","1994-05-15T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_10834","fm_13165","0.6666666666666667",,"2003-02-10T00:00","2002-12-01T00:00","2003-02-10T00:00","2002-12-01T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10803","fm_4358","0.0",,"1998-04-01T00:00","2004-11-30T00:00","1998-04-01T00:00","2004-11-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10580","0.0",,"1996-03-11T00:00","2002-03-15T00:00","1996-03-11T00:00","2002-03-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_4113","0.0",,"1998-04-01T00:00","2001-04-10T00:00","1998-04-01T00:00","2001-04-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10340","0.33333333333333337",,"1996-03-11T00:00","1994-03-11T00:00","1996-03-11T00:00","1994-03-11T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_10834","fm_8615","0.0",,"2003-02-10T00:00","2006-01-08T00:00","2003-02-10T00:00","2006-01-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_7768","1.0",,"2003-02-10T00:00","2003-05-16T00:00","2003-02-10T00:00","2003-05-16T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_5908","fm_14279","0.0",,"1996-05-01T00:00","1987-05-13T00:00","1996-05-01T00:00","1987-05-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_15572","0.0",,"1996-05-01T00:00","1999-11-04T00:00","1996-05-01T00:00","1999-11-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_17177","0.0",,"2000-02-08T00:00","2005-10-01T00:00","2000-02-08T00:00","2005-10-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_16225","0.0",,"1998-04-01T00:00","2001-03-28T00:00","1998-04-01T00:00","2001-03-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_16466","0.0",,"1998-04-01T00:00","2003-07-29T00:00","1998-04-01T00:00","2003-07-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_14016","1.0",,"2003-02-10T00:00","2003-09-28T00:00","2003-02-10T00:00","2003-09-28T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10316","0.33333333333333337",,"2000-02-08T00:00","1998-03-10T00:00","2000-02-08T00:00","1998-03-10T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_10803","fm_3019","0.6666666666666667",,"1998-04-01T00:00","1999-10-03T00:00","1998-04-01T00:00","1999-10-03T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_8073","fm_4113","1.0",,"2001-04-02T00:00","2001-04-10T00:00","2001-04-02T00:00","2001-04-10T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_8073","fm_4358","0.0",,"2001-04-02T00:00","2004-11-30T00:00","2001-04-02T00:00","2004-11-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_12978","0.0",,"2000-02-08T00:00","2005-09-25T00:00","2000-02-08T00:00","2005-09-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_14913","0.0",,"2000-02-08T00:00","1987-05-15T00:00","2000-02-08T00:00","1987-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_18297","0.0",,"1996-03-11T00:00","2006-02-16T00:00","1996-03-11T00:00","2006-02-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_16237","0.0",,"1998-04-01T00:00","2001-09-08T00:00","1998-04-01T00:00","2001-09-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_3016","0.0",,"1998-04-01T00:00","1994-03-30T00:00","1998-04-01T00:00","1994-03-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_18299","0.0",,"1996-03-11T00:00","2006-06-08T00:00","1996-03-11T00:00","2006-06-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_7612","0.0",,"1998-04-01T00:00","1995-07-30T00:00","1998-04-01T00:00","1995-07-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_15058","0.0",,"2001-03-28T00:00","1990-01-30T00:00","2001-03-28T00:00","1990-01-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_5811","0.0",,"2001-03-28T00:00","2005-04-01T00:00","2001-03-28T00:00","2005-04-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_3019","0.0",,"1996-05-01T00:00","1999-10-03T00:00","1996-05-01T00:00","1999-10-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_4358","0.0",,"1996-05-01T00:00","2004-11-30T00:00","1996-05-01T00:00","2004-11-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_18331","0.0",,"2001-03-28T00:00","2004-06-20T00:00","2001-03-28T00:00","2004-06-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_8631","0.0",,"2003-02-10T00:00","2006-01-18T00:00","2003-02-10T00:00","2006-01-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_4113","0.0",,"1996-05-01T00:00","2001-04-10T00:00","1996-05-01T00:00","2001-04-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_18275","0.0",,"2000-02-08T00:00","2005-02-18T00:00","2000-02-08T00:00","2005-02-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_5123","0.33333333333333337",,"2003-02-10T00:00","2005-10-19T00:00","2003-02-10T00:00","2005-10-19T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_9484","fm_18274","0.0",,"2000-02-08T00:00","2005-03-04T00:00","2000-02-08T00:00","2005-03-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_9966","0.0",,"2003-02-10T00:00","2000-06-08T00:00","2003-02-10T00:00","2000-06-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10607","1.0",,"2001-03-28T00:00","2001-04-26T00:00","2001-03-28T00:00","2001-04-26T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10791","0.6666666666666667",,"2000-02-08T00:00","2001-03-10T00:00","2000-02-08T00:00","2001-03-10T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9484","fm_10312","0.0",,"2000-02-08T00:00","1992-12-25T00:00","2000-02-08T00:00","1992-12-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10311","0.0",,"2000-02-08T00:00","1993-08-31T00:00","2000-02-08T00:00","1993-08-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10314","0.0",,"2000-02-08T00:00","1989-11-21T00:00","2000-02-08T00:00","1989-11-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10325","0.0",,"1996-03-11T00:00","1991-08-25T00:00","1996-03-11T00:00","1991-08-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10448","0.0",,"2000-02-08T00:00","1997-05-22T00:00","2000-02-08T00:00","1997-05-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_11825","0.0",,"1996-05-01T00:00","1999-03-26T00:00","1996-05-01T00:00","1999-03-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10449","0.6666666666666667",,"2000-02-08T00:00","1999-06-05T00:00","2000-02-08T00:00","1999-06-05T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_4686","fm_9833","0.6666666666666667",,"1996-03-11T00:00","1995-06-07T00:00","1996-03-11T00:00","1995-06-07T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_4686","fm_15058","0.0",,"1996-03-11T00:00","1990-01-30T00:00","1996-03-11T00:00","1990-01-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10359","0.0",,"2001-03-28T00:00","1996-08-16T00:00","2001-03-28T00:00","1996-08-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10358","0.0",,"2001-03-28T00:00","1991-11-01T00:00","2001-03-28T00:00","1991-11-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_9549","0.0",,"1998-04-01T00:00","1989-08-12T00:00","1998-04-01T00:00","1989-08-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_8449","0.0",,"2000-02-08T00:00","2006-02-23T00:00","2000-02-08T00:00","2006-02-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_10358","0.0",,"2003-02-10T00:00","1991-11-01T00:00","2003-02-10T00:00","1991-11-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_10359","0.0",,"2003-02-10T00:00","1996-08-16T00:00","2003-02-10T00:00","1996-08-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_11927","0.0",,"1996-03-11T00:00","1987-12-13T00:00","1996-03-11T00:00","1987-12-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10202","0.0",,"2000-02-08T00:00","1989-02-20T00:00","2000-02-08T00:00","1989-02-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_8203","0.0",,"2000-02-08T00:00","2005-04-27T00:00","2000-02-08T00:00","2005-04-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_12906","0.0",,"1996-05-01T00:00","2006-04-22T00:00","1996-05-01T00:00","2006-04-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_15275","0.0",,"1998-04-01T00:00","1993-12-30T00:00","1998-04-01T00:00","1993-12-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_8516","0.0",,"1996-03-11T00:00","2003-11-17T00:00","1996-03-11T00:00","2003-11-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_18313","0.0",,"1996-03-11T00:00","2006-02-10T00:00","1996-03-11T00:00","2006-02-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10586","0.33333333333333337",,"2001-03-28T00:00","2003-09-15T00:00","2001-03-28T00:00","2003-09-15T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_5908","fm_10966","0.0",,"1996-05-01T00:00","2001-03-31T00:00","1996-05-01T00:00","2001-03-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10348","0.0",,"2001-03-28T00:00","1994-05-15T00:00","2001-03-28T00:00","1994-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10580","0.6666666666666667",,"2001-03-28T00:00","2002-03-15T00:00","2001-03-28T00:00","2002-03-15T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10803","fm_8449","0.0",,"1998-04-01T00:00","2006-02-23T00:00","1998-04-01T00:00","2006-02-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_11927","0.0",,"1998-04-01T00:00","1987-12-13T00:00","1998-04-01T00:00","1987-12-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10340","0.0",,"2001-03-28T00:00","1994-03-11T00:00","2001-03-28T00:00","1994-03-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_4491","0.0",,"2003-02-10T00:00","2006-04-02T00:00","2003-02-10T00:00","2006-04-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_16867","0.6666666666666667",,"2001-04-02T00:00","2000-02-11T00:00","2001-04-02T00:00","2000-02-11T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_5908","fm_14082","0.0",,"1996-05-01T00:00","2006-04-04T00:00","1996-05-01T00:00","2006-04-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10211","0.0",,"2000-02-08T00:00","1994-02-26T00:00","2000-02-08T00:00","1994-02-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_7101","0.0",,"2000-02-08T00:00","2003-02-21T00:00","2000-02-08T00:00","2003-02-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_18313","0.0",,"1998-04-01T00:00","2006-02-10T00:00","1998-04-01T00:00","2006-02-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10215","0.0",,"2000-02-08T00:00","1987-01-23T00:00","2000-02-08T00:00","1987-01-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_15275","0.0",,"1996-03-11T00:00","1993-12-30T00:00","1996-03-11T00:00","1993-12-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_1836","0.0",,"2000-02-08T00:00","1997-01-04T00:00","2000-02-08T00:00","1997-01-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10374","0.0",,"2001-03-28T00:00","1995-06-01T00:00","2001-03-28T00:00","1995-06-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10607","0.0",,"1998-04-01T00:00","2001-04-26T00:00","1998-04-01T00:00","2001-04-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_10374","0.0",,"2003-02-10T00:00","1995-06-01T00:00","2003-02-10T00:00","1995-06-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10222","0.0",,"2000-02-08T00:00","1990-04-19T00:00","2000-02-08T00:00","1990-04-19T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_15058","0.0",,"1998-04-01T00:00","1990-01-30T00:00","1998-04-01T00:00","1990-01-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10468","0.6666666666666667",,"2000-02-08T00:00","1999-09-12T00:00","2000-02-08T00:00","1999-09-12T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_5908","fm_10948","0.0",,"1996-05-01T00:00","2003-01-05T00:00","1996-05-01T00:00","2003-01-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_15926","0.33333333333333337",,"2000-02-08T00:00","1998-08-11T00:00","2000-02-08T00:00","1998-08-11T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_10803","fm_1836","0.6666666666666667",,"1998-04-01T00:00","1997-01-04T00:00","1998-04-01T00:00","1997-01-04T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9484","fm_9549","0.0",,"2000-02-08T00:00","1989-08-12T00:00","2000-02-08T00:00","1989-08-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_9922","1.0",,"2003-02-10T00:00","2003-01-09T00:00","2003-02-10T00:00","2003-01-09T00:00","1.0","1.0"
