"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerBirthdateComparator record1Value","[0] PlayerBirthdateComparator record2Value","[0] PlayerBirthdateComparator record1PreprocessedValue","[0] PlayerBirthdateComparator record2PreprocessedValue","[0] PlayerBirthdateComparator similarity","[0] PlayerBirthdateComparator postproccesedSimilarity"
"LinearCombinationMatchingRule","eafc_10834","fm_15834","0.0",,"2003-02-10T00:00","1993-12-20T00:00","2003-02-10T00:00","1993-12-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_4174","0.0",,"1996-03-11T00:00","2004-10-06T00:00","1996-03-11T00:00","2004-10-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_3143","0.0",,"2003-02-10T00:00","1999-11-12T00:00","2003-02-10T00:00","1999-11-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_11566","1.0",,"2000-02-08T00:00","2000-02-24T00:00","2000-02-08T00:00","2000-02-24T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_10803","fm_18331","0.0",,"1998-04-01T00:00","2004-06-20T00:00","1998-04-01T00:00","2004-06-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_14913","0.0",,"2001-03-28T00:00","1987-05-15T00:00","2001-03-28T00:00","1987-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10312","0.0",,"2001-03-28T00:00","1992-12-25T00:00","2001-03-28T00:00","1992-12-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_12978","0.0",,"2001-03-28T00:00","2005-09-25T00:00","2001-03-28T00:00","2005-09-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10311","0.0",,"2001-03-28T00:00","1993-08-31T00:00","2001-03-28T00:00","1993-08-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_3016","0.33333333333333337",,"1996-03-11T00:00","1994-03-30T00:00","1996-03-11T00:00","1994-03-30T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_4686","fm_7612","0.6666666666666667",,"1996-03-11T00:00","1995-07-30T00:00","1996-03-11T00:00","1995-07-30T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_5908","fm_11626","0.0",,"1996-05-01T00:00","1987-01-03T00:00","1996-05-01T00:00","1987-01-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10864","0.0",,"1998-04-01T00:00","2002-11-11T00:00","1998-04-01T00:00","2002-11-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10316","0.0",,"2001-03-28T00:00","1998-03-10T00:00","2001-03-28T00:00","1998-03-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_10391","0.0",,"2003-02-10T00:00","1991-06-13T00:00","2003-02-10T00:00","1991-06-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10314","0.0",,"2001-03-28T00:00","1989-11-21T00:00","2001-03-28T00:00","1989-11-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_3019","0.0",,"1996-03-11T00:00","1999-10-03T00:00","1996-03-11T00:00","1999-10-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_15394","0.0",,"1996-05-01T00:00","2002-07-15T00:00","1996-05-01T00:00","2002-07-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10791","1.0",,"2001-03-28T00:00","2001-03-10T00:00","2001-03-28T00:00","2001-03-10T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_10803","fm_11717","0.6666666666666667",,"1998-04-01T00:00","1997-02-10T00:00","1998-04-01T00:00","1997-02-10T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_8073","fm_11120","0.0",,"2001-04-02T00:00","2004-09-10T00:00","2001-04-02T00:00","2004-09-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_15398","0.0",,"1996-05-01T00:00","2000-04-16T00:00","1996-05-01T00:00","2000-04-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_16003","0.0",,"1996-05-01T00:00","2001-03-28T00:00","1996-05-01T00:00","2001-03-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_2686","0.33333333333333337",,"1996-05-01T00:00","1998-10-16T00:00","1996-05-01T00:00","1998-10-16T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_8073","fm_10272","0.0",,"2001-04-02T00:00","1994-11-01T00:00","2001-04-02T00:00","1994-11-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_4285","0.0",,"2000-02-08T00:00","2006-04-20T00:00","2000-02-08T00:00","2006-04-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_8800","1.0",,"2003-02-10T00:00","2003-05-25T00:00","2003-02-10T00:00","2003-05-25T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_10803","fm_17017","0.0",,"1998-04-01T00:00","2002-09-29T00:00","1998-04-01T00:00","2002-09-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_4682","0.6666666666666667",,"2003-02-10T00:00","2002-08-17T00:00","2003-02-10T00:00","2002-08-17T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10834","fm_11247","0.0",,"2003-02-10T00:00","1992-10-02T00:00","2003-02-10T00:00","1992-10-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_14993","0.33333333333333337",,"2003-02-10T00:00","2001-07-01T00:00","2003-02-10T00:00","2001-07-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_8073","fm_10270","0.0",,"2001-04-02T00:00","1996-03-09T00:00","2001-04-02T00:00","1996-03-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_14602","0.0",,"2000-02-08T00:00","1987-04-01T00:00","2000-02-08T00:00","1987-04-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_9071","0.0",,"1996-05-01T00:00","2006-07-01T00:00","1996-05-01T00:00","2006-07-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_15842","0.0",,"2003-02-10T00:00","1999-05-04T00:00","2003-02-10T00:00","1999-05-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_4113","0.0",,"1996-03-11T00:00","2001-04-10T00:00","1996-03-11T00:00","2001-04-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_4358","0.0",,"1996-03-11T00:00","2004-11-30T00:00","1996-03-11T00:00","2004-11-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_18352","0.0",,"1996-03-11T00:00","2004-03-14T00:00","1996-03-11T00:00","2004-03-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_17022","0.0",,"1996-03-11T00:00","2005-05-31T00:00","1996-03-11T00:00","2005-05-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_9424","0.0",,"2001-04-02T00:00","1992-02-20T00:00","2001-04-02T00:00","1992-02-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_10160","0.0",,"2003-02-10T00:00","1994-01-09T00:00","2003-02-10T00:00","1994-01-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_17177","0.0",,"2001-03-28T00:00","2005-10-01T00:00","2001-03-28T00:00","2005-10-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_18275","0.0",,"2001-03-28T00:00","2005-02-18T00:00","2001-03-28T00:00","2005-02-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_9966","1.0",,"2000-02-08T00:00","2000-06-08T00:00","2000-02-08T00:00","2000-06-08T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_9410","fm_18274","0.0",,"2001-03-28T00:00","2005-03-04T00:00","2001-03-28T00:00","2005-03-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_6475","0.0",,"1998-04-01T00:00","1993-01-11T00:00","1998-04-01T00:00","1993-01-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_11717","0.6666666666666667",,"1996-03-11T00:00","1997-02-10T00:00","1996-03-11T00:00","1997-02-10T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9484","fm_8631","0.0",,"2000-02-08T00:00","2006-01-18T00:00","2000-02-08T00:00","2006-01-18T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10256","0.0",,"2000-02-08T00:00","1994-10-11T00:00","2000-02-08T00:00","1994-10-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_5123","0.0",,"2000-02-08T00:00","2005-10-19T00:00","2000-02-08T00:00","2005-10-19T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_10281","0.0",,"2001-04-02T00:00","1987-08-13T00:00","2001-04-02T00:00","1987-08-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_18352","0.0",,"1998-04-01T00:00","2004-03-14T00:00","1998-04-01T00:00","2004-03-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10864","0.0",,"1996-03-11T00:00","2002-11-11T00:00","1996-03-11T00:00","2002-11-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_17022","0.0",,"1998-04-01T00:00","2005-05-31T00:00","1998-04-01T00:00","2005-05-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_17017","0.0",,"1996-03-11T00:00","2002-09-29T00:00","1996-03-11T00:00","2002-09-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_16808","0.0",,"2000-02-08T00:00","2003-09-04T00:00","2000-02-08T00:00","2003-09-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_15172","1.0",,"1996-05-01T00:00","1996-12-01T00:00","1996-05-01T00:00","1996-12-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_9410","fm_18299","0.0",,"2001-03-28T00:00","2006-06-08T00:00","2001-03-28T00:00","2006-06-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_3554","0.33333333333333337",,"1996-05-01T00:00","1998-02-09T00:00","1996-05-01T00:00","1998-02-09T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_8073","fm_10295","0.0",,"2001-04-02T00:00","1993-04-30T00:00","2001-04-02T00:00","1993-04-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_1507","0.6666666666666667",,"2001-03-28T00:00","2000-01-20T00:00","2001-03-28T00:00","2000-01-20T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10803","fm_8203","0.0",,"1998-04-01T00:00","2005-04-27T00:00","1998-04-01T00:00","2005-04-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_11145","0.0",,"2001-04-02T00:00","1997-09-10T00:00","2001-04-02T00:00","1997-09-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_11352","0.0",,"2000-02-08T00:00","1993-02-27T00:00","2000-02-08T00:00","1993-02-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10268","0.0",,"2000-02-08T00:00","1992-07-01T00:00","2000-02-08T00:00","1992-07-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_15861","0.0",,"2003-02-10T00:00","1989-08-06T00:00","2003-02-10T00:00","1989-08-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_8570","0.0",,"2001-04-02T00:00","2006-05-15T00:00","2001-04-02T00:00","2006-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_10180","0.0",,"2003-02-10T00:00","1995-01-01T00:00","2003-02-10T00:00","1995-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_18331","0.0",,"1996-03-11T00:00","2004-06-20T00:00","1996-03-11T00:00","2004-06-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_10325","0.0",,"2001-03-28T00:00","1991-08-25T00:00","2001-03-28T00:00","1991-08-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_5756","0.33333333333333337",,"2003-02-10T00:00","2005-09-05T00:00","2003-02-10T00:00","2005-09-05T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_5908","fm_18210","0.0",,"1996-05-01T00:00","2004-01-26T00:00","1996-05-01T00:00","2004-01-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_2448","0.0",,"1996-05-01T00:00","2000-05-10T00:00","1996-05-01T00:00","2000-05-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_18130","0.0",,"1998-04-01T00:00","2004-03-04T00:00","1998-04-01T00:00","2004-03-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_18297","0.0",,"2001-03-28T00:00","2006-02-16T00:00","2001-03-28T00:00","2006-02-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_7101","0.0",,"1998-04-01T00:00","2003-02-21T00:00","1998-04-01T00:00","2003-02-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_11120","0.0",,"2000-02-08T00:00","2004-09-10T00:00","2000-02-08T00:00","2004-09-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10270","0.0",,"2000-02-08T00:00","1996-03-09T00:00","2000-02-08T00:00","1996-03-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_3782","0.0",,"1996-05-01T00:00","2006-06-02T00:00","1996-05-01T00:00","2006-06-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_10607","0.0",,"1996-03-11T00:00","2001-04-26T00:00","1996-03-11T00:00","2001-04-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_14665","0.0",,"2001-04-02T00:00","1995-03-02T00:00","2001-04-02T00:00","1995-03-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10272","0.0",,"2000-02-08T00:00","1994-11-01T00:00","2000-02-08T00:00","1994-11-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_11277","0.0",,"2003-02-10T00:00","1996-08-12T00:00","2003-02-10T00:00","1996-08-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_14545","0.0",,"2003-02-10T00:00","1989-08-26T00:00","2003-02-10T00:00","1989-08-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_13212","1.0",,"2003-02-10T00:00","2003-04-21T00:00","2003-02-10T00:00","2003-04-21T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_9484","fm_6475","0.0",,"2000-02-08T00:00","1993-01-11T00:00","2000-02-08T00:00","1993-01-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_14541","0.0",,"2003-02-10T00:00","1993-04-26T00:00","2003-02-10T00:00","1993-04-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_8296","0.0",,"2000-02-08T00:00","2005-03-11T00:00","2000-02-08T00:00","2005-03-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10422","0.0",,"1998-04-01T00:00","1994-03-01T00:00","1998-04-01T00:00","1994-03-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_15405","0.0",,"2001-03-28T00:00","1995-01-10T00:00","2001-03-28T00:00","1995-01-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10429","0.0",,"1998-04-01T00:00","1985-11-24T00:00","1998-04-01T00:00","1985-11-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_15926","0.0",,"2001-04-02T00:00","1998-08-11T00:00","2001-04-02T00:00","1998-08-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_11566","0.6666666666666667",,"2001-04-02T00:00","2000-02-24T00:00","2001-04-02T00:00","2000-02-24T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_9484","fm_10281","0.0",,"2000-02-08T00:00","1987-08-13T00:00","2000-02-08T00:00","1987-08-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_17869","0.0",,"1996-03-11T00:00","2006-03-17T00:00","1996-03-11T00:00","2006-03-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10430","0.0",,"1998-04-01T00:00","1993-05-28T00:00","1998-04-01T00:00","1993-05-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_8570","0.0",,"1996-05-01T00:00","2006-05-15T00:00","1996-05-01T00:00","2006-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_3828","1.0",,"2000-02-08T00:00","2000-01-12T00:00","2000-02-08T00:00","2000-01-12T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_5908","fm_10325","0.0",,"1996-05-01T00:00","1991-08-25T00:00","1996-05-01T00:00","1991-08-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_14545","0.0",,"2001-03-28T00:00","1989-08-26T00:00","2001-03-28T00:00","1989-08-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_3554","0.0",,"2003-02-10T00:00","1998-02-09T00:00","2003-02-10T00:00","1998-02-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_14541","0.0",,"2001-03-28T00:00","1993-04-26T00:00","2001-03-28T00:00","1993-04-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_13212","0.33333333333333337",,"2001-03-28T00:00","2003-04-21T00:00","2001-03-28T00:00","2003-04-21T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_5908","fm_9424","0.0",,"1996-05-01T00:00","1992-02-20T00:00","1996-05-01T00:00","1992-02-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_14602","0.0",,"2001-04-02T00:00","1987-04-01T00:00","2001-04-02T00:00","1987-04-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_11277","0.0",,"2001-03-28T00:00","1996-08-12T00:00","2001-03-28T00:00","1996-08-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_8296","0.0",,"1998-04-01T00:00","2005-03-11T00:00","1998-04-01T00:00","2005-03-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_1911","0.0",,"2001-03-28T00:00","1997-04-22T00:00","2001-03-28T00:00","1997-04-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_10295","0.0",,"2000-02-08T00:00","1993-04-30T00:00","2000-02-08T00:00","1993-04-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_11145","0.0",,"2000-02-08T00:00","1997-09-10T00:00","2000-02-08T00:00","1997-09-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_3821","0.33333333333333337",,"2000-02-08T00:00","2002-03-06T00:00","2000-02-08T00:00","2002-03-06T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_9484","fm_8038","0.0",,"2000-02-08T00:00","2004-08-29T00:00","2000-02-08T00:00","2004-08-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_10316","0.33333333333333337",,"1996-05-01T00:00","1998-03-10T00:00","1996-05-01T00:00","1998-03-10T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_5908","fm_12978","0.0",,"1996-05-01T00:00","2005-09-25T00:00","1996-05-01T00:00","2005-09-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_17853","0.0",,"1996-03-11T00:00","2004-06-06T00:00","1996-03-11T00:00","2004-06-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_10314","0.0",,"1996-05-01T00:00","1989-11-21T00:00","1996-05-01T00:00","1989-11-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_8570","0.0",,"2001-03-28T00:00","2006-05-15T00:00","2001-03-28T00:00","2006-05-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_14579","0.6666666666666667",,"2001-03-28T00:00","2000-05-30T00:00","2001-03-28T00:00","2000-05-30T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_5908","fm_10312","0.0",,"1996-05-01T00:00","1992-12-25T00:00","1996-05-01T00:00","1992-12-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10202","0.0",,"1998-04-01T00:00","1989-02-20T00:00","1998-04-01T00:00","1989-02-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_5908","fm_10311","0.0",,"1996-05-01T00:00","1993-08-31T00:00","1996-05-01T00:00","1993-08-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10449","0.6666666666666667",,"1998-04-01T00:00","1999-06-05T00:00","1998-04-01T00:00","1999-06-05T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10803","fm_10448","0.6666666666666667",,"1998-04-01T00:00","1997-05-22T00:00","1998-04-01T00:00","1997-05-22T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_5908","fm_10791","0.0",,"1996-05-01T00:00","2001-03-10T00:00","1996-05-01T00:00","2001-03-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_9424","0.0",,"2001-03-28T00:00","1992-02-20T00:00","2001-03-28T00:00","1992-02-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_13242","0.0",,"2001-03-28T00:00","2005-04-30T00:00","2001-03-28T00:00","2005-04-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_11626","0.0",,"2003-02-10T00:00","1987-01-03T00:00","2003-02-10T00:00","1987-01-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_10256","0.0",,"2001-04-02T00:00","1994-10-11T00:00","2001-04-02T00:00","1994-10-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_14665","0.0",,"2000-02-08T00:00","1995-03-02T00:00","2000-02-08T00:00","1995-03-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_14579","0.0",,"1996-03-11T00:00","2000-05-30T00:00","1996-03-11T00:00","2000-05-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_9071","0.0",,"2003-02-10T00:00","2006-07-01T00:00","2003-02-10T00:00","2006-07-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_17177","0.33333333333333337",,"2003-02-10T00:00","2005-10-01T00:00","2003-02-10T00:00","2005-10-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_10803","fm_10211","0.0",,"1998-04-01T00:00","1994-02-26T00:00","1998-04-01T00:00","1994-02-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_2448","0.0",,"2003-02-10T00:00","2000-05-10T00:00","2003-02-10T00:00","2000-05-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10215","0.0",,"1998-04-01T00:00","1987-01-23T00:00","1998-04-01T00:00","1987-01-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10834","fm_2686","0.0",,"2003-02-10T00:00","1998-10-16T00:00","2003-02-10T00:00","1998-10-16T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_13242","0.0",,"1996-03-11T00:00","2005-04-30T00:00","1996-03-11T00:00","2005-04-30T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_16808","0.33333333333333337",,"2001-04-02T00:00","2003-09-04T00:00","2001-04-02T00:00","2003-09-04T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_8073","fm_10268","0.0",,"2001-04-02T00:00","1992-07-01T00:00","2001-04-02T00:00","1992-07-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_14560","0.0",,"2001-03-28T00:00","1990-09-10T00:00","2001-03-28T00:00","1990-09-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_1507","0.0",,"1996-03-11T00:00","2000-01-20T00:00","1996-03-11T00:00","2000-01-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_8073","fm_11352","0.0",,"2001-04-02T00:00","1993-02-27T00:00","2001-04-02T00:00","1993-02-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9484","fm_15525","0.6666666666666667",,"2000-02-08T00:00","1999-04-05T00:00","2000-02-08T00:00","1999-04-05T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10834","fm_3782","0.0",,"2003-02-10T00:00","2006-06-02T00:00","2003-02-10T00:00","2006-06-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10222","0.0",,"1998-04-01T00:00","1990-04-19T00:00","1998-04-01T00:00","1990-04-19T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_9410","fm_11247","0.0",,"2001-03-28T00:00","1992-10-02T00:00","2001-03-28T00:00","1992-10-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_4686","fm_15494","0.6666666666666667",,"1996-03-11T00:00","1995-11-11T00:00","1996-03-11T00:00","1995-11-11T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10834","fm_18275","0.33333333333333337",,"2003-02-10T00:00","2005-02-18T00:00","2003-02-10T00:00","2005-02-18T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_5908","fm_1507","0.0",,"1996-05-01T00:00","2000-01-20T00:00","1996-05-01T00:00","2000-01-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","eafc_10803","fm_10468","0.6666666666666667",,"1998-04-01T00:00","1999-09-12T00:00","1998-04-01T00:00","1999-09-12T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","eafc_10834","fm_18274","0.33333333333333337",,"2003-02-10T00:00","2005-03-04T00:00","2003-02-10T00:00","2005-03-04T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_9410","fm_14993","1.0",,"2001-03-28T00:00","2001-07-01T00:00","2001-03-28T00:00","2001-07-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","eafc_9410","fm_8516","0.33333333333333337",,"2001-03-28T00:00","2003-11-17T00:00","2001-03-28T00:00","2003-11-17T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","eafc_4686","fm_1911","0.6666666666666667",,"1996-03-11T00:00","1997-04-22T00:00","1996-03-11T00:00","1997-04-22T00:00","0.6666666666666667","0.6666666666666667"
