"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerClubComparatorLowerCaseJaccard record1Value","[1] PlayerClubComparatorLowerCaseJaccard record2Value","[1] PlayerClubComparatorLowerCaseJaccard record1PreprocessedValue","[1] PlayerClubComparatorLowerCaseJaccard record2PreprocessedValue","[1] PlayerClubComparatorLowerCaseJaccard similarity","[1] PlayerClubComparatorLowerCaseJaccard postproccesedSimilarity","[2] PlayerNameComparatorEqual record1Value","[2] PlayerNameComparatorEqual record2Value","[2] PlayerNameComparatorEqual record1PreprocessedValue","[2] PlayerNameComparatorEqual record2PreprocessedValue","[2] PlayerNameComparatorEqual similarity","[2] PlayerNameComparatorEqual postproccesedSimilarity","[3] PlayerClubComparatorJaccard record1Value","[3] PlayerClubComparatorJaccard record2Value","[3] PlayerClubComparatorJaccard record1PreprocessedValue","[3] PlayerClubComparatorJaccard record2PreprocessedValue","[3] PlayerClubComparatorJaccard similarity","[3] PlayerClubComparatorJaccard postproccesedSimilarity","[4] PlayerClubComparatorLevenshtein record1Value","[4] PlayerClubComparatorLevenshtein record2Value","[4] PlayerClubComparatorLevenshtein record1PreprocessedValue","[4] PlayerClubComparatorLevenshtein record2PreprocessedValue","[4] PlayerClubComparatorLevenshtein similarity","[4] PlayerClubComparatorLevenshtein postproccesedSimilarity","[5] PlayerNameComparatorLevenshtein record1Value","[5] PlayerNameComparatorLevenshtein record2Value","[5] PlayerNameComparatorLevenshtein record1PreprocessedValue","[5] PlayerNameComparatorLevenshtein record2PreprocessedValue","[5] PlayerNameComparatorLevenshtein similarity","[5] PlayerNameComparatorLevenshtein postproccesedSimilarity","[6] PlayerBirthdateComparator record1Value","[6] PlayerBirthdateComparator record2Value","[6] PlayerBirthdateComparator record1PreprocessedValue","[6] PlayerBirthdateComparator record2PreprocessedValue","[6] PlayerBirthdateComparator similarity","[6] PlayerBirthdateComparator postproccesedSimilarity","[7] PlayerJerseyNumberComparatorEqual record1Value","[7] PlayerJerseyNumberComparatorEqual record2Value","[7] PlayerJerseyNumberComparatorEqual record1PreprocessedValue","[7] PlayerJerseyNumberComparatorEqual record2PreprocessedValue","[7] PlayerJerseyNumberComparatorEqual similarity","[7] PlayerJerseyNumberComparatorEqual postproccesedSimilarity","[8] PlayerBirthdateComparatorDay record1Value","[8] PlayerBirthdateComparatorDay record2Value","[8] PlayerBirthdateComparatorDay record1PreprocessedValue","[8] PlayerBirthdateComparatorDay record2PreprocessedValue","[8] PlayerBirthdateComparatorDay similarity","[8] PlayerBirthdateComparatorDay postproccesedSimilarity","[9] PlayerNameComparatorMongeElkan record1Value","[9] PlayerNameComparatorMongeElkan record2Value","[9] PlayerNameComparatorMongeElkan record1PreprocessedValue","[9] PlayerNameComparatorMongeElkan record2PreprocessedValue","[9] PlayerNameComparatorMongeElkan similarity","[9] PlayerNameComparatorMongeElkan postproccesedSimilarity"
"WekaMatchingRule","tm_4377","eafc_2710","6.372825050133594E-6",,"Angeliño","A. Aseri","Angeliño","A. Aseri","0.0","0.0","RB Leipzig","Al Tai","rb leipzig","al tai","0.0","0.0","Angeliño","A. Aseri","Angeliño","A. Aseri","0.0","0.0","RB Leipzig","Al Tai","RB Leipzig","Al Tai","0.0","0.0","RB Leipzig","Al Tai","RB Leipzig","Al Tai","0.19999999999999996","0.19999999999999996","Angeliño","A. Aseri","Angeliño","A. Aseri","0.125","0.125","1997-01-04T00:00","1994-02-26T00:00","1997-01-04T00:00","1994-02-26T00:00","0.0","0.0","3","45","3","45","0.0","0.0","1997-01-04T00:00","1994-02-26T00:00","1997-01-04T00:00","1994-02-26T00:00","0.0","0.0","Angeliño","A. Aseri","Angeliño","A. Aseri","0.375","0.375"
"WekaMatchingRule","eafc_8159","tm_9558",,"1","Carlo Adriano","Carlo García","Carlo Adriano","Carlo García","0.3333333333333333","0.3333333333333333","Villarreal II","Villarreal CF B","villarreal ii","villarreal cf b","0.25","0.0","Carlo Adriano","Carlo García","Carlo Adriano","Carlo García","0.0","0.0","Villarreal II","Villarreal CF B","Villarreal II","Villarreal CF B","0.25","0.0","Villarreal II","Villarreal CF B","Villarreal II","Villarreal CF B","0.7333333333333334","0.7333333333333334","Carlo Adriano","Carlo García","Carlo Adriano","Carlo García","0.5384615384615384","0.5384615384615384","2001-02-12T00:00","2001-02-12T00:00","2001-02-12T00:00","2001-02-12T00:00","1.0","1.0","8","8","8","8","1.0","1.0","2001-02-12T00:00","2001-02-12T00:00","2001-02-12T00:00","2001-02-12T00:00","1.0","1.0","Carlo Adriano","Carlo García","Carlo Adriano","Carlo García","0.6428571428571428","0.6428571428571428"
"WekaMatchingRule","tm_5606","eafc_4686","2.8696993656401444E-5",,"Alexsandro","Artur","Alexsandro","Artur","0.0","0.0","LOSC Lille","Houston Dynamo","losc lille","houston dynamo","0.0","0.0","Alexsandro","Artur","Alexsandro","Artur","0.0","0.0","LOSC Lille","Houston Dynamo","LOSC Lille","Houston Dynamo","0.0","0.0","LOSC Lille","Houston Dynamo","LOSC Lille","Houston Dynamo","0.2142857142857143","0.2142857142857143","Alexsandro","Artur","Alexsandro","Artur","0.19999999999999996","0.19999999999999996","1999-08-09T00:00","1996-03-11T00:00","1999-08-09T00:00","1996-03-11T00:00","0.0","0.0","4","6","4","6","0.0","0.0","1999-08-09T00:00","1996-03-11T00:00","1999-08-09T00:00","1996-03-11T00:00","0.0","0.0","Alexsandro","Artur","Alexsandro","Artur","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","tm_9318","eafc_5979","1.7947000599511613E-5",,"Alemão","A. Aremu","Alemão","A. Aremu","0.0","0.0",,"Kaiserslautern","","kaiserslautern","0.0","0.0","Alemão","A. Aremu","Alemão","A. Aremu","0.0","0.0",,"Kaiserslautern",,"Kaiserslautern","0.0","0.0",,"Kaiserslautern",,"Kaiserslautern","0.0","0.0","Alemão","A. Aremu","Alemão","A. Aremu","0.25","0.25","1998-04-01T00:00","1999-10-03T00:00","1998-04-01T00:00","1999-10-03T00:00","0.6666666666666667","0.6666666666666667","14","4","14","4","0.0","0.0","1998-04-01T00:00","1999-10-03T00:00","1998-04-01T00:00","1999-10-03T00:00","0.0","0.0","Alemão","A. Aremu","Alemão","A. Aremu","0.5","0.5"
"WekaMatchingRule","tm_5699","eafc_1491","3.573979594828219E-5",,"Adson","A. Areola","Adson","A. Areola","0.0","0.0","FC Nantes","West Ham United","fc nantes","west ham united","0.0","0.0","Adson","A. Areola","Adson","A. Areola","0.0","0.0","FC Nantes","West Ham United","FC Nantes","West Ham United","0.0","0.0","FC Nantes","West Ham United","FC Nantes","West Ham United","0.33333333333333337","0.33333333333333337","Adson","A. Areola","Adson","A. Areola","0.2222222222222222","0.2222222222222222","2000-10-06T00:00","1993-02-27T00:00","2000-10-06T00:00","1993-02-27T00:00","0.0","0.0","20","23","20","23","0.0","0.0","2000-10-06T00:00","1993-02-27T00:00","2000-10-06T00:00","1993-02-27T00:00","0.0","0.0","Adson","A. Areola","Adson","A. Areola","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","tm_5606","eafc_3115","1.870347807466888E-5",,"Alexsandro","Angeliño","Alexsandro","Angeliño","0.0","0.0","LOSC Lille","Galatasaray","losc lille","galatasaray","0.0","0.0","Alexsandro","Angeliño","Alexsandro","Angeliño","0.0","0.0","LOSC Lille","Galatasaray","LOSC Lille","Galatasaray","0.0","0.0","LOSC Lille","Galatasaray","LOSC Lille","Galatasaray","0.0","0.0","Alexsandro","Angeliño","Alexsandro","Angeliño","0.19999999999999996","0.19999999999999996","1999-08-09T00:00","1997-01-04T00:00","1999-08-09T00:00","1997-01-04T00:00","0.33333333333333337","0.33333333333333337","4","3","4","3","0.0","0.0","1999-08-09T00:00","1997-01-04T00:00","1999-08-09T00:00","1997-01-04T00:00","0.0","0.0","Alexsandro","Angeliño","Alexsandro","Angeliño","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","tm_9318","eafc_1133","1.2756786867418121E-5",,"Alemão","Adán","Alemão","Adán","0.0","0.0",,"Sporting CP","","sporting cp","0.0","0.0","Alemão","Adán","Alemão","Adán","0.0","0.0",,"Sporting CP",,"Sporting CP","0.0","0.0",,"Sporting CP",,"Sporting CP","0.0","0.0","Alemão","Adán","Alemão","Adán","0.16666666666666663","0.16666666666666663","1998-04-01T00:00","1987-05-13T00:00","1998-04-01T00:00","1987-05-13T00:00","0.0","0.0","14","1","14","1","0.0","0.0","1998-04-01T00:00","1987-05-13T00:00","1998-04-01T00:00","1987-05-13T00:00","0.0","0.0","Alemão","Adán","Alemão","Adán","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","eafc_5464","tm_10151",,"1","D. McNamara","Danny McNamara","D. McNamara","Danny McNamara","0.3333333333333333","0.3333333333333333","Millwall","Millwall FC","millwall","millwall fc","0.5","0.0","D. McNamara","Danny McNamara","D. McNamara","Danny McNamara","0.0","0.0","Millwall","Millwall FC","Millwall","Millwall FC","0.5","0.0","Millwall","Millwall FC","Millwall","Millwall FC","0.7272727272727273","0.7272727272727273","D. McNamara","Danny McNamara","D. McNamara","Danny McNamara","0.7142857142857143","0.7142857142857143","1998-12-27T00:00","1998-12-27T00:00","1998-12-27T00:00","1998-12-27T00:00","1.0","1.0","2","2","2","2","1.0","1.0","1998-12-27T00:00","1998-12-27T00:00","1998-12-27T00:00","1998-12-27T00:00","1.0","1.0","D. McNamara","Danny McNamara","D. McNamara","Danny McNamara","0.6","0.6"
"WekaMatchingRule","tm_9318","eafc_10300","5.734594074482207E-5",,"Alemão","A. Anello","Alemão","A. Anello","0.0","0.0",,"Sparta Rotterdam","","sparta rotterdam","0.0","0.0","Alemão","A. Anello","Alemão","A. Anello","0.0","0.0",,"Sparta Rotterdam",,"Sparta Rotterdam","0.0","0.0",,"Sparta Rotterdam",,"Sparta Rotterdam","0.0","0.0","Alemão","A. Anello","Alemão","A. Anello","0.33333333333333337","0.33333333333333337","1998-04-01T00:00","2002-04-22T00:00","1998-04-01T00:00","2002-04-22T00:00","0.0","0.0","14","16","14","16","0.0","0.0","1998-04-01T00:00","2002-04-22T00:00","1998-04-01T00:00","2002-04-22T00:00","0.0","0.0","Alemão","A. Anello","Alemão","A. Anello","0.5","0.5"
"WekaMatchingRule","tm_9265","eafc_2777","1.5927295549080674E-5",,"Anuar","Aketxe","Anuar","Aketxe","0.0","0.0","Real Valladolid CF","SD Eibar","real valladolid cf","sd eibar","0.0","0.0","Anuar","Aketxe","Anuar","Aketxe","0.0","0.0","Real Valladolid CF","SD Eibar","Real Valladolid CF","SD Eibar","0.0","0.0","Real Valladolid CF","SD Eibar","Real Valladolid CF","SD Eibar","0.11111111111111116","0.11111111111111116","Anuar","Aketxe","Anuar","Aketxe","0.16666666666666663","0.16666666666666663","1995-01-15T00:00","1993-12-30T00:00","1995-01-15T00:00","1993-12-30T00:00","0.33333333333333337","0.33333333333333337","23","10","23","10","0.0","0.0","1995-01-15T00:00","1993-12-30T00:00","1995-01-15T00:00","1993-12-30T00:00","0.0","0.0","Anuar","Aketxe","Anuar","Aketxe","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","tm_9318","eafc_9099","7.94708781514624E-5",,"Alemão","A. Aventisian","Alemão","A. Aventisian","0.0","0.0",,"Go Ahead Eagles","","go ahead eagles","0.0","0.0","Alemão","A. Aventisian","Alemão","A. Aventisian","0.0","0.0",,"Go Ahead Eagles",,"Go Ahead Eagles","0.0","0.0",,"Go Ahead Eagles",,"Go Ahead Eagles","0.0","0.0","Alemão","A. Aventisian","Alemão","A. Aventisian","0.15384615384615385","0.15384615384615385","1998-04-01T00:00","2002-08-17T00:00","1998-04-01T00:00","2002-08-17T00:00","0.0","0.0","14","14","14","14","1.0","1.0","1998-04-01T00:00","2002-08-17T00:00","1998-04-01T00:00","2002-08-17T00:00","0.0","0.0","Alemão","A. Aventisian","Alemão","A. Aventisian","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","tm_3041","eafc_1511","6.3285650322542E-5",,"Andrigo","Aitor","Andrigo","Aitor","0.0","0.0","Chengdu Rongcheng","Osasuna","chengdu rongcheng","osasuna","0.0","0.0","Andrigo","Aitor","Andrigo","Aitor","0.0","0.0","Chengdu Rongcheng","Osasuna","Chengdu Rongcheng","Osasuna","0.0","0.0","Chengdu Rongcheng","Osasuna","Chengdu Rongcheng","Osasuna","0.11764705882352944","0.11764705882352944","Andrigo","Aitor","Andrigo","Aitor","0.2857142857142857","0.2857142857142857","1995-02-27T00:00","1991-05-03T00:00","1995-02-27T00:00","1991-05-03T00:00","0.0","0.0","18","13","18","13","0.0","0.0","1995-02-27T00:00","1991-05-03T00:00","1995-02-27T00:00","1991-05-03T00:00","0.0","0.0","Andrigo","Aitor","Andrigo","Aitor","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","eafc_9471","tm_5333",,"1","Magrão","Magrão","Magrão","Magrão","1.0","1.0","Rio Ave","Rio Ave FC","rio ave","rio ave fc","0.6666666666666666","0.0","Magrão","Magrão","Magrão","Magrão","1.0","1.0","Rio Ave","Rio Ave FC","Rio Ave","Rio Ave FC","0.6666666666666666","0.0","Rio Ave","Rio Ave FC","Rio Ave","Rio Ave FC","0.7","0.7","Magrão","Magrão","Magrão","Magrão","1.0","1.0","2000-05-15T00:00","2000-05-15T00:00","2000-05-15T00:00","2000-05-15T00:00","1.0","1.0","82","82","82","82","1.0","1.0","2000-05-15T00:00","2000-05-15T00:00","2000-05-15T00:00","2000-05-15T00:00","1.0","1.0","Magrão","Magrão","Magrão","Magrão","1.0","1.0"
"WekaMatchingRule","tm_1610","eafc_10834","6.3285650322542E-5",,"Artur","Arribas","Artur","Arribas","0.0","0.0","Houston Dynamo FC","Rayo Vallecano","houston dynamo fc","rayo vallecano","0.0","0.0","Artur","Arribas","Artur","Arribas","0.0","0.0","Houston Dynamo FC","Rayo Vallecano","Houston Dynamo FC","Rayo Vallecano","0.0","0.0","Houston Dynamo FC","Rayo Vallecano","Houston Dynamo FC","Rayo Vallecano","0.11764705882352944","0.11764705882352944","Artur","Arribas","Artur","Arribas","0.2857142857142857","0.2857142857142857","1996-03-11T00:00","2003-02-10T00:00","1996-03-11T00:00","2003-02-10T00:00","0.0","0.0","6","26","6","26","0.0","0.0","1996-03-11T00:00","2003-02-10T00:00","1996-03-11T00:00","2003-02-10T00:00","0.0","0.0","Artur","Arribas","Artur","Arribas","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","tm_4377","eafc_2941","4.0546211354289065E-5",,"Angeliño","Abner","Angeliño","Abner","0.0","0.0","RB Leipzig","RWDM","rb leipzig","rwdm","0.0","0.0","Angeliño","Abner","Angeliño","Abner","0.0","0.0","RB Leipzig","RWDM","RB Leipzig","RWDM","0.0","0.0","RB Leipzig","RWDM","RB Leipzig","RWDM","0.09999999999999998","0.09999999999999998","Angeliño","Abner","Angeliño","Abner","0.25","0.25","1997-01-04T00:00","1996-05-30T00:00","1997-01-04T00:00","1996-05-30T00:00","0.6666666666666667","0.6666666666666667","3","26","3","26","0.0","0.0","1997-01-04T00:00","1996-05-30T00:00","1997-01-04T00:00","1996-05-30T00:00","0.0","0.0","Angeliño","Abner","Angeliño","Abner","0.25","0.25"
"WekaMatchingRule","tm_3041","eafc_1751","1.2277550354436023E-5",,"Andrigo","Arbilla","Andrigo","Arbilla","0.0","0.0","Chengdu Rongcheng","SD Eibar","chengdu rongcheng","sd eibar","0.0","0.0","Andrigo","Arbilla","Andrigo","Arbilla","0.0","0.0","Chengdu Rongcheng","SD Eibar","Chengdu Rongcheng","SD Eibar","0.0","0.0","Chengdu Rongcheng","SD Eibar","Chengdu Rongcheng","SD Eibar","0.11764705882352944","0.11764705882352944","Andrigo","Arbilla","Andrigo","Arbilla","0.1428571428571429","0.1428571428571429","1995-02-27T00:00","1987-05-15T00:00","1995-02-27T00:00","1987-05-15T00:00","0.0","0.0","18","23","18","23","0.0","0.0","1995-02-27T00:00","1987-05-15T00:00","1995-02-27T00:00","1987-05-15T00:00","0.0","0.0","Andrigo","Arbilla","Andrigo","Arbilla","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","eafc_4254","tm_2941",,"0","Fachendinho","Fernandinho","Fachendinho","Fernandinho","0.0","0.0","Santos","Shandong Taishan","santos","shandong taishan","0.0","0.0","Fachendinho","Fernandinho","Fachendinho","Fernandinho","0.0","0.0","Santos","Shandong Taishan","Santos","Shandong Taishan","0.0","0.0","Santos","Shandong Taishan","Santos","Shandong Taishan","0.3125","0.3125","Fachendinho","Fernandinho","Fachendinho","Fernandinho","0.6363636363636364","0.6363636363636364","1992-02-29T00:00","1993-03-16T00:00","1992-02-29T00:00","1993-03-16T00:00","0.6666666666666667","0.6666666666666667","22","32","22","32","0.0","0.0","1992-02-29T00:00","1993-03-16T00:00","1992-02-29T00:00","1993-03-16T00:00","0.0","0.0","Fachendinho","Fernandinho","Fachendinho","Fernandinho","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","tm_5606","eafc_10081","1.870347807466888E-5",,"Alexsandro","A. Atta","Alexsandro","A. Atta","0.0","0.0","LOSC Lille","Metz","losc lille","metz","0.0","0.0","Alexsandro","A. Atta","Alexsandro","A. Atta","0.0","0.0","LOSC Lille","Metz","LOSC Lille","Metz","0.0","0.0","LOSC Lille","Metz","LOSC Lille","Metz","0.0","0.0","Alexsandro","A. Atta","Alexsandro","A. Atta","0.19999999999999996","0.19999999999999996","1999-08-09T00:00","2003-01-14T00:00","1999-08-09T00:00","2003-01-14T00:00","0.0","0.0","4","25","4","25","0.0","0.0","1999-08-09T00:00","2003-01-14T00:00","1999-08-09T00:00","2003-01-14T00:00","0.0","0.0","Alexsandro","A. Atta","Alexsandro","A. Atta","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","eafc_4692","tm_5483",,"1","Carlos Soler","Carlos Soler","Carlos Soler","Carlos Soler","1.0","1.0","Paris Saint Germain","Paris Saint-Germain","paris saint germain","paris saint-germain","1.0","0.0","Carlos Soler","Carlos Soler","Carlos Soler","Carlos Soler","1.0","1.0","Paris Saint Germain","Paris Saint-Germain","Paris Saint Germain","Paris Saint-Germain","1.0","1.0","Paris Saint Germain","Paris Saint-Germain","Paris Saint Germain","Paris Saint-Germain","0.9473684210526316","0.9473684210526316","Carlos Soler","Carlos Soler","Carlos Soler","Carlos Soler","1.0","1.0","1997-01-02T00:00","1997-01-02T00:00","1997-01-02T00:00","1997-01-02T00:00","1.0","1.0","28","28","28","28","1.0","1.0","1997-01-02T00:00","1997-01-02T00:00","1997-01-02T00:00","1997-01-02T00:00","1.0","1.0","Carlos Soler","Carlos Soler","Carlos Soler","Carlos Soler","1.0","1.0"
"WekaMatchingRule","eafc_2965","tm_3636",,"1","Mica Pinto","Mica Pinto","Mica Pinto","Mica Pinto","1.0","1.0","Vitesse","Vitesse Arnhem","vitesse","vitesse arnhem","0.5","0.0","Mica Pinto","Mica Pinto","Mica Pinto","Mica Pinto","1.0","1.0","Vitesse","Vitesse Arnhem","Vitesse","Vitesse Arnhem","0.5","0.0","Vitesse","Vitesse Arnhem","Vitesse","Vitesse Arnhem","0.5","0.5","Mica Pinto","Mica Pinto","Mica Pinto","Mica Pinto","1.0","1.0","1993-06-04T00:00","1993-06-04T00:00","1993-06-04T00:00","1993-06-04T00:00","1.0","1.0","5","5","5","5","1.0","1.0","1993-06-04T00:00","1993-06-04T00:00","1993-06-04T00:00","1993-06-04T00:00","1.0","1.0","Mica Pinto","Mica Pinto","Mica Pinto","Mica Pinto","1.0","1.0"
"WekaMatchingRule","eafc_9414","tm_3683",,"1","M. Eerdhuijzen","Mike Eerdhuijzen","M. Eerdhuijzen","Mike Eerdhuijzen","0.3333333333333333","0.3333333333333333","Sparta Rotterdam","Sparta Rotterdam","sparta rotterdam","sparta rotterdam","1.0","0.0","M. Eerdhuijzen","Mike Eerdhuijzen","M. Eerdhuijzen","Mike Eerdhuijzen","0.0","0.0","Sparta Rotterdam","Sparta Rotterdam","Sparta Rotterdam","Sparta Rotterdam","1.0","1.0","Sparta Rotterdam","Sparta Rotterdam","Sparta Rotterdam","Sparta Rotterdam","1.0","1.0","M. Eerdhuijzen","Mike Eerdhuijzen","M. Eerdhuijzen","Mike Eerdhuijzen","0.8125","0.8125","2000-07-13T00:00","2000-07-13T00:00","2000-07-13T00:00","2000-07-13T00:00","1.0","1.0","12","-1","12","-1","0.0","0.0","2000-07-13T00:00","2000-07-13T00:00","2000-07-13T00:00","2000-07-13T00:00","1.0","1.0","M. Eerdhuijzen","Mike Eerdhuijzen","M. Eerdhuijzen","Mike Eerdhuijzen","0.625","0.625"
"WekaMatchingRule","tm_4377","eafc_8013","3.2217419391170364E-4",,"Angeliño","A. Alipour","Angeliño","A. Alipour","0.0","0.0","RB Leipzig","Gil Vicente","rb leipzig","gil vicente","0.0","0.0","Angeliño","A. Alipour","Angeliño","A. Alipour","0.0","0.0","RB Leipzig","Gil Vicente","RB Leipzig","Gil Vicente","0.0","0.0","RB Leipzig","Gil Vicente","RB Leipzig","Gil Vicente","0.09090909090909094","0.09090909090909094","Angeliño","A. Alipour","Angeliño","A. Alipour","0.4","0.4","1997-01-04T00:00","1995-11-11T00:00","1997-01-04T00:00","1995-11-11T00:00","0.33333333333333337","0.33333333333333337","3","9","3","9","0.0","0.0","1997-01-04T00:00","1995-11-11T00:00","1997-01-04T00:00","1995-11-11T00:00","0.0","0.0","Angeliño","A. Alipour","Angeliño","A. Alipour","0.25","0.25"
"WekaMatchingRule","tm_4377","eafc_8493","4.2622591743873085E-5",,"Angeliño","Aldasoro","Angeliño","Aldasoro","0.0","0.0","RB Leipzig","Racing Santander","rb leipzig","racing santander","0.0","0.0","Angeliño","Aldasoro","Angeliño","Aldasoro","0.0","0.0","RB Leipzig","Racing Santander","RB Leipzig","Racing Santander","0.0","0.0","RB Leipzig","Racing Santander","RB Leipzig","Racing Santander","0.125","0.125","Angeliño","Aldasoro","Angeliño","Aldasoro","0.25","0.25","1997-01-04T00:00","1999-06-05T00:00","1997-01-04T00:00","1999-06-05T00:00","0.33333333333333337","0.33333333333333337","3","21","3","21","0.0","0.0","1997-01-04T00:00","1999-06-05T00:00","1997-01-04T00:00","1999-06-05T00:00","0.0","0.0","Angeliño","Aldasoro","Angeliño","Aldasoro","0.25","0.25"
"WekaMatchingRule","tm_3041","eafc_10834","6.3285650322542E-5",,"Andrigo","Arribas","Andrigo","Arribas","0.0","0.0","Chengdu Rongcheng","Rayo Vallecano","chengdu rongcheng","rayo vallecano","0.0","0.0","Andrigo","Arribas","Andrigo","Arribas","0.0","0.0","Chengdu Rongcheng","Rayo Vallecano","Chengdu Rongcheng","Rayo Vallecano","0.0","0.0","Chengdu Rongcheng","Rayo Vallecano","Chengdu Rongcheng","Rayo Vallecano","0.11764705882352944","0.11764705882352944","Andrigo","Arribas","Andrigo","Arribas","0.2857142857142857","0.2857142857142857","1995-02-27T00:00","2003-02-10T00:00","1995-02-27T00:00","2003-02-10T00:00","0.0","0.0","18","26","18","26","0.0","0.0","1995-02-27T00:00","2003-02-10T00:00","1995-02-27T00:00","2003-02-10T00:00","0.0","0.0","Andrigo","Arribas","Andrigo","Arribas","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","eafc_3611","tm_4566",,"1","M. Bola","Marc Bola","M. Bola","Marc Bola","0.3333333333333333","0.3333333333333333","Samsunspor","Samsunspor","samsunspor","samsunspor","1.0","0.0","M. Bola","Marc Bola","M. Bola","Marc Bola","0.0","0.0","Samsunspor","Samsunspor","Samsunspor","Samsunspor","1.0","1.0","Samsunspor","Samsunspor","Samsunspor","Samsunspor","1.0","1.0","M. Bola","Marc Bola","M. Bola","Marc Bola","0.6666666666666667","0.6666666666666667","1997-12-09T00:00","1997-12-09T00:00","1997-12-09T00:00","1997-12-09T00:00","1.0","1.0","16","16","16","16","1.0","1.0","1997-12-09T00:00","1997-12-09T00:00","1997-12-09T00:00","1997-12-09T00:00","1.0","1.0","M. Bola","Marc Bola","M. Bola","Marc Bola","0.625","0.625"
"WekaMatchingRule","tm_9318","eafc_2696","2.5784789129269195E-4",,"Alemão","Alisson","Alemão","Alisson","0.0","0.0",,"Liverpool","","liverpool","0.0","0.0","Alemão","Alisson","Alemão","Alisson","0.0","0.0",,"Liverpool",,"Liverpool","0.0","0.0",,"Liverpool",,"Liverpool","0.0","0.0","Alemão","Alisson","Alemão","Alisson","0.4285714285714286","0.4285714285714286","1998-04-01T00:00","1992-10-02T00:00","1998-04-01T00:00","1992-10-02T00:00","0.0","0.0","14","1","14","1","0.0","0.0","1998-04-01T00:00","1992-10-02T00:00","1998-04-01T00:00","1992-10-02T00:00","0.0","0.0","Alemão","Alisson","Alemão","Alisson","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","eafc_1399","tm_10497",,"1","H. Nielsen","Havard Nielsen","H. Nielsen","Havard Nielsen","0.3333333333333333","0.3333333333333333","Hannover 96","Hannover 96","hannover 96","hannover 96","1.0","0.0","H. Nielsen","Havard Nielsen","H. Nielsen","Havard Nielsen","0.0","0.0","Hannover 96","Hannover 96","Hannover 96","Hannover 96","1.0","1.0","Hannover 96","Hannover 96","Hannover 96","Hannover 96","1.0","1.0","H. Nielsen","Havard Nielsen","H. Nielsen","Havard Nielsen","0.6428571428571428","0.6428571428571428","1993-07-15T00:00","1993-07-15T00:00","1993-07-15T00:00","1993-07-15T00:00","1.0","1.0","16","16","16","16","1.0","1.0","1993-07-15T00:00","1993-07-15T00:00","1993-07-15T00:00","1993-07-15T00:00","1.0","1.0","H. Nielsen","Havard Nielsen","H. Nielsen","Havard Nielsen","0.5833333333333333","0.5833333333333333"
"WekaMatchingRule","tm_5699","eafc_5862","3.9742780434068295E-5",,"Adson","A. Ashraf","Adson","A. Ashraf","0.0","0.0","FC Nantes","Al Taawon","fc nantes","al taawon","0.0","0.0","Adson","A. Ashraf","Adson","A. Ashraf","0.0","0.0","FC Nantes","Al Taawon","FC Nantes","Al Taawon","0.0","0.0","FC Nantes","Al Taawon","FC Nantes","Al Taawon","0.2222222222222222","0.2222222222222222","Adson","A. Ashraf","Adson","A. Ashraf","0.2222222222222222","0.2222222222222222","2000-10-06T00:00","1992-12-31T00:00","2000-10-06T00:00","1992-12-31T00:00","0.0","0.0","20","17","20","17","0.0","0.0","2000-10-06T00:00","1992-12-31T00:00","2000-10-06T00:00","1992-12-31T00:00","0.0","0.0","Adson","A. Ashraf","Adson","A. Ashraf","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","tm_9265","eafc_1216","2.117770250022313E-5",,"Anuar","Azpilicueta","Anuar","Azpilicueta","0.0","0.0","Real Valladolid CF","Atlético Madrid","real valladolid cf","atlético madrid","0.0","0.0","Anuar","Azpilicueta","Anuar","Azpilicueta","0.0","0.0","Real Valladolid CF","Atlético Madrid","Real Valladolid CF","Atlético Madrid","0.0","0.0","Real Valladolid CF","Atlético Madrid","Real Valladolid CF","Atlético Madrid","0.16666666666666663","0.16666666666666663","Anuar","Azpilicueta","Anuar","Azpilicueta","0.18181818181818177","0.18181818181818177","1995-01-15T00:00","1989-08-28T00:00","1995-01-15T00:00","1989-08-28T00:00","0.0","0.0","23","3","23","3","0.0","0.0","1995-01-15T00:00","1989-08-28T00:00","1995-01-15T00:00","1989-08-28T00:00","0.0","0.0","Anuar","Azpilicueta","Anuar","Azpilicueta","0.18181818181818177","0.18181818181818177"
