"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerClubComparatorLowerCaseJaccard record1Value","[1] PlayerClubComparatorLowerCaseJaccard record2Value","[1] PlayerClubComparatorLowerCaseJaccard record1PreprocessedValue","[1] PlayerClubComparatorLowerCaseJaccard record2PreprocessedValue","[1] PlayerClubComparatorLowerCaseJaccard similarity","[1] PlayerClubComparatorLowerCaseJaccard postproccesedSimilarity","[2] PlayerNameComparatorEqual record1Value","[2] PlayerNameComparatorEqual record2Value","[2] PlayerNameComparatorEqual record1PreprocessedValue","[2] PlayerNameComparatorEqual record2PreprocessedValue","[2] PlayerNameComparatorEqual similarity","[2] PlayerNameComparatorEqual postproccesedSimilarity","[3] PlayerClubComparatorJaccard record1Value","[3] PlayerClubComparatorJaccard record2Value","[3] PlayerClubComparatorJaccard record1PreprocessedValue","[3] PlayerClubComparatorJaccard record2PreprocessedValue","[3] PlayerClubComparatorJaccard similarity","[3] PlayerClubComparatorJaccard postproccesedSimilarity","[4] PlayerClubComparatorLevenshtein record1Value","[4] PlayerClubComparatorLevenshtein record2Value","[4] PlayerClubComparatorLevenshtein record1PreprocessedValue","[4] PlayerClubComparatorLevenshtein record2PreprocessedValue","[4] PlayerClubComparatorLevenshtein similarity","[4] PlayerClubComparatorLevenshtein postproccesedSimilarity","[5] PlayerNameComparatorLevenshtein record1Value","[5] PlayerNameComparatorLevenshtein record2Value","[5] PlayerNameComparatorLevenshtein record1PreprocessedValue","[5] PlayerNameComparatorLevenshtein record2PreprocessedValue","[5] PlayerNameComparatorLevenshtein similarity","[5] PlayerNameComparatorLevenshtein postproccesedSimilarity","[6] PlayerBirthdateComparator record1Value","[6] PlayerBirthdateComparator record2Value","[6] PlayerBirthdateComparator record1PreprocessedValue","[6] PlayerBirthdateComparator record2PreprocessedValue","[6] PlayerBirthdateComparator similarity","[6] PlayerBirthdateComparator postproccesedSimilarity","[7] PlayerJerseyNumberComparatorEqual record1Value","[7] PlayerJerseyNumberComparatorEqual record2Value","[7] PlayerJerseyNumberComparatorEqual record1PreprocessedValue","[7] PlayerJerseyNumberComparatorEqual record2PreprocessedValue","[7] PlayerJerseyNumberComparatorEqual similarity","[7] PlayerJerseyNumberComparatorEqual postproccesedSimilarity","[8] PlayerBirthdateComparatorDay record1Value","[8] PlayerBirthdateComparatorDay record2Value","[8] PlayerBirthdateComparatorDay record1PreprocessedValue","[8] PlayerBirthdateComparatorDay record2PreprocessedValue","[8] PlayerBirthdateComparatorDay similarity","[8] PlayerBirthdateComparatorDay postproccesedSimilarity","[9] PlayerNameComparatorMongeElkan record1Value","[9] PlayerNameComparatorMongeElkan record2Value","[9] PlayerNameComparatorMongeElkan record1PreprocessedValue","[9] PlayerNameComparatorMongeElkan record2PreprocessedValue","[9] PlayerNameComparatorMongeElkan similarity","[9] PlayerNameComparatorMongeElkan postproccesedSimilarity"
"WekaMatchingRule","eafc_4881","tm_5801",,"1","M. Munetsi","Marshall Munetsi","M. Munetsi","Marshall Munetsi","0.3333333333333333","0.3333333333333333","Stade de Reims","Stade Reims","stade de reims","stade reims","0.6666666666666666","0.0","M. Munetsi","Marshall Munetsi","M. Munetsi","Marshall Munetsi","0.0","0.0","Stade de Reims","Stade Reims","Stade de Reims","Stade Reims","0.6666666666666666","0.0","Stade de Reims","Stade Reims","Stade de Reims","Stade Reims","0.7857142857142857","0.7857142857142857","M. Munetsi","Marshall Munetsi","M. Munetsi","Marshall Munetsi","0.5625","0.5625","1996-06-22T00:00","1996-06-22T00:00","1996-06-22T00:00","1996-06-22T00:00","1.0","1.0","15","15","15","15","1.0","1.0","1996-06-22T00:00","1996-06-22T00:00","1996-06-22T00:00","1996-06-22T00:00","1.0","1.0","M. Munetsi","Marshall Munetsi","M. Munetsi","Marshall Munetsi","0.5714285714285714","0.5714285714285714"
"WekaMatchingRule","eafc_3576","tm_10782",,"1","H. Kuruçay","Hasan Kurucay","H. Kuruçay","Hasan Kurucay","0.0","0.0","Eintracht Braunschweig","Eintracht Braunschweig","eintracht braunschweig","eintracht braunschweig","1.0","0.0","H. Kuruçay","Hasan Kurucay","H. Kuruçay","Hasan Kurucay","0.0","0.0","Eintracht Braunschweig","Eintracht Braunschweig","Eintracht Braunschweig","Eintracht Braunschweig","1.0","1.0","Eintracht Braunschweig","Eintracht Braunschweig","Eintracht Braunschweig","Eintracht Braunschweig","1.0","1.0","H. Kuruçay","Hasan Kurucay","H. Kuruçay","Hasan Kurucay","0.6153846153846154","0.6153846153846154","1997-08-31T00:00","1997-08-31T00:00","1997-08-31T00:00","1997-08-31T00:00","1.0","1.0","29","29","29","29","1.0","1.0","1997-08-31T00:00","1997-08-31T00:00","1997-08-31T00:00","1997-08-31T00:00","1.0","1.0","H. Kuruçay","Hasan Kurucay","H. Kuruçay","Hasan Kurucay","0.5285714285714286","0.5285714285714286"
"WekaMatchingRule","tm_5699","eafc_1597","7.798844570248505E-5",,"Adson","Anselmo","Adson","Anselmo","0.0","0.0","FC Nantes","Al Wahda","fc nantes","al wahda","0.0","0.0","Adson","Anselmo","Adson","Anselmo","0.0","0.0","FC Nantes","Al Wahda","FC Nantes","Al Wahda","0.0","0.0","FC Nantes","Al Wahda","FC Nantes","Al Wahda","0.2222222222222222","0.2222222222222222","Adson","Anselmo","Adson","Anselmo","0.2857142857142857","0.2857142857142857","2000-10-06T00:00","1989-02-20T00:00","2000-10-06T00:00","1989-02-20T00:00","0.0","0.0","20","87","20","87","0.0","0.0","2000-10-06T00:00","1989-02-20T00:00","2000-10-06T00:00","1989-02-20T00:00","0.0","0.0","Adson","Anselmo","Adson","Anselmo","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","eafc_8538","tm_8505",,"1","T. Malbec","Tidiane Malbec","T. Malbec","Tidiane Malbec","0.3333333333333333","0.3333333333333333","Annecy","FC Annecy","annecy","fc annecy","0.5","0.0","T. Malbec","Tidiane Malbec","T. Malbec","Tidiane Malbec","0.0","0.0","Annecy","FC Annecy","Annecy","FC Annecy","0.5","0.0","Annecy","FC Annecy","Annecy","FC Annecy","0.6666666666666667","0.6666666666666667","T. Malbec","Tidiane Malbec","T. Malbec","Tidiane Malbec","0.5714285714285714","0.5714285714285714","2001-11-03T00:00","2001-11-03T00:00","2001-11-03T00:00","2001-11-03T00:00","1.0","1.0","30","30","30","30","1.0","1.0","2001-11-03T00:00","2001-11-03T00:00","2001-11-03T00:00","2001-11-03T00:00","1.0","1.0","T. Malbec","Tidiane Malbec","T. Malbec","Tidiane Malbec","0.5714285714285714","0.5714285714285714"
"WekaMatchingRule","tm_4377","eafc_9484","1.0149981255845159E-5",,"Angeliño","Arana","Angeliño","Arana","0.0","0.0","RB Leipzig","Racing Santander","rb leipzig","racing santander","0.0","0.0","Angeliño","Arana","Angeliño","Arana","0.0","0.0","RB Leipzig","Racing Santander","RB Leipzig","Racing Santander","0.0","0.0","RB Leipzig","Racing Santander","RB Leipzig","Racing Santander","0.125","0.125","Angeliño","Arana","Angeliño","Arana","0.125","0.125","1997-01-04T00:00","2000-02-08T00:00","1997-01-04T00:00","2000-02-08T00:00","0.0","0.0","3","9","3","9","0.0","0.0","1997-01-04T00:00","2000-02-08T00:00","1997-01-04T00:00","2000-02-08T00:00","0.0","0.0","Angeliño","Arana","Angeliño","Arana","0.125","0.125"
"WekaMatchingRule","tm_5699","eafc_1358","3.4637083781531274E-5",,"Adson","Alcalá","Adson","Alcalá","0.0","0.0","FC Nantes","FC Cartagena","fc nantes","fc cartagena","0.3333333333333333","0.0","Adson","Alcalá","Adson","Alcalá","0.0","0.0","FC Nantes","FC Cartagena","FC Nantes","FC Cartagena","0.3333333333333333","0.0","FC Nantes","FC Cartagena","FC Nantes","FC Cartagena","0.5","0.5","Adson","Alcalá","Adson","Alcalá","0.16666666666666663","0.16666666666666663","2000-10-06T00:00","1989-03-19T00:00","2000-10-06T00:00","1989-03-19T00:00","0.0","0.0","20","4","20","4","0.0","0.0","2000-10-06T00:00","1989-03-19T00:00","2000-10-06T00:00","1989-03-19T00:00","0.0","0.0","Adson","Alcalá","Adson","Alcalá","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","tm_3041","eafc_2941","5.626934762966295E-5",,"Andrigo","Abner","Andrigo","Abner","0.0","0.0","Chengdu Rongcheng","RWDM","chengdu rongcheng","rwdm","0.0","0.0","Andrigo","Abner","Andrigo","Abner","0.0","0.0","Chengdu Rongcheng","RWDM","Chengdu Rongcheng","RWDM","0.0","0.0","Chengdu Rongcheng","RWDM","Chengdu Rongcheng","RWDM","0.05882352941176472","0.05882352941176472","Andrigo","Abner","Andrigo","Abner","0.2857142857142857","0.2857142857142857","1995-02-27T00:00","1996-05-30T00:00","1995-02-27T00:00","1996-05-30T00:00","0.6666666666666667","0.6666666666666667","18","26","18","26","0.0","0.0","1995-02-27T00:00","1996-05-30T00:00","1995-02-27T00:00","1996-05-30T00:00","0.0","0.0","Andrigo","Abner","Andrigo","Abner","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","tm_4377","eafc_1751","6.0459623785896036E-5",,"Angeliño","Arbilla","Angeliño","Arbilla","0.0","0.0","RB Leipzig","SD Eibar","rb leipzig","sd eibar","0.0","0.0","Angeliño","Arbilla","Angeliño","Arbilla","0.0","0.0","RB Leipzig","SD Eibar","RB Leipzig","SD Eibar","0.0","0.0","RB Leipzig","SD Eibar","RB Leipzig","SD Eibar","0.30000000000000004","0.30000000000000004","Angeliño","Arbilla","Angeliño","Arbilla","0.25","0.25","1997-01-04T00:00","1987-05-15T00:00","1997-01-04T00:00","1987-05-15T00:00","0.0","0.0","3","23","3","23","0.0","0.0","1997-01-04T00:00","1987-05-15T00:00","1997-01-04T00:00","1987-05-15T00:00","0.0","0.0","Angeliño","Arbilla","Angeliño","Arbilla","0.25","0.25"
"WekaMatchingRule","tm_4377","eafc_1511","3.3204088598169284E-5",,"Angeliño","Aitor","Angeliño","Aitor","0.0","0.0","RB Leipzig","Osasuna","rb leipzig","osasuna","0.0","0.0","Angeliño","Aitor","Angeliño","Aitor","0.0","0.0","RB Leipzig","Osasuna","RB Leipzig","Osasuna","0.0","0.0","RB Leipzig","Osasuna","RB Leipzig","Osasuna","0.0","0.0","Angeliño","Aitor","Angeliño","Aitor","0.25","0.25","1997-01-04T00:00","1991-05-03T00:00","1997-01-04T00:00","1991-05-03T00:00","0.0","0.0","3","13","3","13","0.0","0.0","1997-01-04T00:00","1991-05-03T00:00","1997-01-04T00:00","1991-05-03T00:00","0.0","0.0","Angeliño","Aitor","Angeliño","Aitor","0.25","0.25"
"WekaMatchingRule","eafc_8601","tm_6897",,"0","Ros","José Pozo","Ros","José Pozo","0.0","0.0","Albacete","Rayo Vallecano","albacete","rayo vallecano","0.0","0.0","Ros","José Pozo","Ros","José Pozo","0.0","0.0","Albacete","Rayo Vallecano","Albacete","Rayo Vallecano","0.0","0.0","Albacete","Rayo Vallecano","Albacete","Rayo Vallecano","0.2142857142857143","0.2142857142857143","Ros","José Pozo","Ros","José Pozo","0.2222222222222222","0.2222222222222222","1996-03-15T00:00","1996-03-15T00:00","1996-03-15T00:00","1996-03-15T00:00","1.0","1.0","5","6","5","6","0.0","0.0","1996-03-15T00:00","1996-03-15T00:00","1996-03-15T00:00","1996-03-15T00:00","1.0","1.0","Ros","José Pozo","Ros","José Pozo","0.5","0.5"
"WekaMatchingRule","tm_3041","eafc_2934","6.109353780669922E-5",,"Andrigo","Akapo","Andrigo","Akapo","0.0","0.0","Chengdu Rongcheng","San Jose Earthquakes","chengdu rongcheng","san jose earthquakes","0.0","0.0","Andrigo","Akapo","Andrigo","Akapo","0.0","0.0","Chengdu Rongcheng","San Jose Earthquakes","Chengdu Rongcheng","San Jose Earthquakes","0.0","0.0","Chengdu Rongcheng","San Jose Earthquakes","Chengdu Rongcheng","San Jose Earthquakes","0.09999999999999998","0.09999999999999998","Andrigo","Akapo","Andrigo","Akapo","0.2857142857142857","0.2857142857142857","1995-02-27T00:00","1993-03-12T00:00","1995-02-27T00:00","1993-03-12T00:00","0.33333333333333337","0.33333333333333337","18","29","18","29","0.0","0.0","1995-02-27T00:00","1993-03-12T00:00","1995-02-27T00:00","1993-03-12T00:00","0.0","0.0","Andrigo","Akapo","Andrigo","Akapo","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","tm_5699","eafc_11448","7.117676321722721E-5",,"Adson","Andrigo","Adson","Andrigo","0.0","0.0","FC Nantes","Chengdu Rongcheng","fc nantes","chengdu rongcheng","0.0","0.0","Adson","Andrigo","Adson","Andrigo","0.0","0.0","FC Nantes","Chengdu Rongcheng","FC Nantes","Chengdu Rongcheng","0.0","0.0","FC Nantes","Chengdu Rongcheng","FC Nantes","Chengdu Rongcheng","0.17647058823529416","0.17647058823529416","Adson","Andrigo","Adson","Andrigo","0.2857142857142857","0.2857142857142857","2000-10-06T00:00","1995-02-27T00:00","2000-10-06T00:00","1995-02-27T00:00","0.0","0.0","20","18","20","18","0.0","0.0","2000-10-06T00:00","1995-02-27T00:00","2000-10-06T00:00","1995-02-27T00:00","0.0","0.0","Adson","Andrigo","Adson","Andrigo","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","tm_5699","eafc_10359","1.748766100752809E-5",,"Adson","Arthur","Adson","Arthur","0.0","0.0","FC Nantes","Bayer 04 Leverkusen","fc nantes","bayer 04 leverkusen","0.0","0.0","Adson","Arthur","Adson","Arthur","0.0","0.0","FC Nantes","Bayer 04 Leverkusen","FC Nantes","Bayer 04 Leverkusen","0.0","0.0","FC Nantes","Bayer 04 Leverkusen","FC Nantes","Bayer 04 Leverkusen","0.1578947368421053","0.1578947368421053","Adson","Arthur","Adson","Arthur","0.16666666666666663","0.16666666666666663","2000-10-06T00:00","2003-03-01T00:00","2000-10-06T00:00","2003-03-01T00:00","0.0","0.0","20","13","20","13","0.0","0.0","2000-10-06T00:00","2003-03-01T00:00","2000-10-06T00:00","2003-03-01T00:00","0.0","0.0","Adson","Arthur","Adson","Arthur","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","tm_9318","eafc_1269","1.836340728161625E-5",,"Alemão","A. Adomah","Alemão","A. Adomah","0.0","0.0",,"Queens Park Rangers","","queens park rangers","0.0","0.0","Alemão","A. Adomah","Alemão","A. Adomah","0.0","0.0",,"Queens Park Rangers",,"Queens Park Rangers","0.0","0.0",,"Queens Park Rangers",,"Queens Park Rangers","0.0","0.0","Alemão","A. Adomah","Alemão","A. Adomah","0.2222222222222222","0.2222222222222222","1998-04-01T00:00","1987-12-13T00:00","1998-04-01T00:00","1987-12-13T00:00","0.0","0.0","14","37","14","37","0.0","0.0","1998-04-01T00:00","1987-12-13T00:00","1998-04-01T00:00","1987-12-13T00:00","0.0","0.0","Alemão","A. Adomah","Alemão","A. Adomah","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","tm_3041","eafc_7392","1.3808530819297545E-5",,"Andrigo","Atienza","Andrigo","Atienza","0.0","0.0","Chengdu Rongcheng","Burgos","chengdu rongcheng","burgos","0.0","0.0","Andrigo","Atienza","Andrigo","Atienza","0.0","0.0","Chengdu Rongcheng","Burgos","Chengdu Rongcheng","Burgos","0.0","0.0","Chengdu Rongcheng","Burgos","Chengdu Rongcheng","Burgos","0.17647058823529416","0.17647058823529416","Andrigo","Atienza","Andrigo","Atienza","0.1428571428571429","0.1428571428571429","1995-02-27T00:00","1999-05-27T00:00","1995-02-27T00:00","1999-05-27T00:00","0.0","0.0","18","5","18","5","0.0","0.0","1995-02-27T00:00","1999-05-27T00:00","1995-02-27T00:00","1999-05-27T00:00","0.0","0.0","Andrigo","Atienza","Andrigo","Atienza","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","tm_9265","eafc_1597","8.71419647368683E-5",,"Anuar","Anselmo","Anuar","Anselmo","0.0","0.0","Real Valladolid CF","Al Wahda","real valladolid cf","al wahda","0.0","0.0","Anuar","Anselmo","Anuar","Anselmo","0.0","0.0","Real Valladolid CF","Al Wahda","Real Valladolid CF","Al Wahda","0.0","0.0","Real Valladolid CF","Al Wahda","Real Valladolid CF","Al Wahda","0.2777777777777778","0.2777777777777778","Anuar","Anselmo","Anuar","Anselmo","0.2857142857142857","0.2857142857142857","1995-01-15T00:00","1989-02-20T00:00","1995-01-15T00:00","1989-02-20T00:00","0.0","0.0","23","87","23","87","0.0","0.0","1995-01-15T00:00","1989-02-20T00:00","1995-01-15T00:00","1989-02-20T00:00","0.0","0.0","Anuar","Anselmo","Anuar","Anselmo","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","eafc_6856","tm_7935",,"1","L. Kilian","Luca Kilian","L. Kilian","Luca Kilian","0.3333333333333333","0.3333333333333333","FC Köln","1.FC Köln","fc köln","1.fc köln","0.6666666666666666","0.0","L. Kilian","Luca Kilian","L. Kilian","Luca Kilian","0.0","0.0","FC Köln","1.FC Köln","FC Köln","1.FC Köln","0.6666666666666666","0.0","FC Köln","1.FC Köln","FC Köln","1.FC Köln","0.7777777777777778","0.7777777777777778","L. Kilian","Luca Kilian","L. Kilian","Luca Kilian","0.7272727272727273","0.7272727272727273","1999-09-01T00:00","1999-09-01T00:00","1999-09-01T00:00","1999-09-01T00:00","1.0","1.0","15","15","15","15","1.0","1.0","1999-09-01T00:00","1999-09-01T00:00","1999-09-01T00:00","1999-09-01T00:00","1.0","1.0","L. Kilian","Luca Kilian","L. Kilian","Luca Kilian","0.625","0.625"
"WekaMatchingRule","tm_9318","eafc_6712","8.642265313354552E-5",,"Alemão","Altube","Alemão","Altube","0.0","0.0",,"Albacete","","albacete","0.0","0.0","Alemão","Altube","Alemão","Altube","0.0","0.0",,"Albacete",,"Albacete","0.0","0.0",,"Albacete",,"Albacete","0.0","0.0","Alemão","Altube","Alemão","Altube","0.33333333333333337","0.33333333333333337","1998-04-01T00:00","2000-02-22T00:00","1998-04-01T00:00","2000-02-22T00:00","0.33333333333333337","0.33333333333333337","14","13","14","13","0.0","0.0","1998-04-01T00:00","2000-02-22T00:00","1998-04-01T00:00","2000-02-22T00:00","0.0","0.0","Alemão","Altube","Alemão","Altube","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","tm_1610","eafc_5908","2.0411909445683148E-5",,"Artur","Aguado","Artur","Aguado","0.0","0.0","Houston Dynamo FC","Espanyol","houston dynamo fc","espanyol","0.0","0.0","Artur","Aguado","Artur","Aguado","0.0","0.0","Houston Dynamo FC","Espanyol","Houston Dynamo FC","Espanyol","0.0","0.0","Houston Dynamo FC","Espanyol","Houston Dynamo FC","Espanyol","0.23529411764705888","0.23529411764705888","Artur","Aguado","Artur","Aguado","0.16666666666666663","0.16666666666666663","1996-03-11T00:00","1996-05-01T00:00","1996-03-11T00:00","1996-05-01T00:00","1.0","1.0","6","18","6","18","0.0","0.0","1996-03-11T00:00","1996-05-01T00:00","1996-03-11T00:00","1996-05-01T00:00","0.0","0.0","Artur","Aguado","Artur","Aguado","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","tm_9265","eafc_1358","1.2056352588937802E-4",,"Anuar","Alcalá","Anuar","Alcalá","0.0","0.0","Real Valladolid CF","FC Cartagena","real valladolid cf","fc cartagena","0.0","0.0","Anuar","Alcalá","Anuar","Alcalá","0.0","0.0","Real Valladolid CF","FC Cartagena","Real Valladolid CF","FC Cartagena","0.0","0.0","Real Valladolid CF","FC Cartagena","Real Valladolid CF","FC Cartagena","0.16666666666666663","0.16666666666666663","Anuar","Alcalá","Anuar","Alcalá","0.33333333333333337","0.33333333333333337","1995-01-15T00:00","1989-03-19T00:00","1995-01-15T00:00","1989-03-19T00:00","0.0","0.0","23","4","23","4","0.0","0.0","1995-01-15T00:00","1989-03-19T00:00","1995-01-15T00:00","1989-03-19T00:00","0.0","0.0","Anuar","Alcalá","Anuar","Alcalá","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","eafc_9419","tm_3892",,"1","L. Zeefuik","Lequincio Zeefuik","L. Zeefuik","Lequincio Zeefuik","0.3333333333333333","0.3333333333333333","FC Volendam","FC Volendam","fc volendam","fc volendam","1.0","0.0","L. Zeefuik","Lequincio Zeefuik","L. Zeefuik","Lequincio Zeefuik","0.0","0.0","FC Volendam","FC Volendam","FC Volendam","FC Volendam","1.0","1.0","FC Volendam","FC Volendam","FC Volendam","FC Volendam","1.0","1.0","L. Zeefuik","Lequincio Zeefuik","L. Zeefuik","Lequincio Zeefuik","0.5294117647058824","0.5294117647058824","2004-11-26T00:00","2004-11-26T00:00","2004-11-26T00:00","2004-11-26T00:00","1.0","1.0","25","25","25","25","1.0","1.0","2004-11-26T00:00","2004-11-26T00:00","2004-11-26T00:00","2004-11-26T00:00","1.0","1.0","L. Zeefuik","Lequincio Zeefuik","L. Zeefuik","Lequincio Zeefuik","0.5555555555555556","0.5555555555555556"
"WekaMatchingRule","tm_4377","eafc_5908","1.394229112403868E-4",,"Angeliño","Aguado","Angeliño","Aguado","0.0","0.0","RB Leipzig","Espanyol","rb leipzig","espanyol","0.0","0.0","Angeliño","Aguado","Angeliño","Aguado","0.0","0.0","RB Leipzig","Espanyol","RB Leipzig","Espanyol","0.0","0.0","RB Leipzig","Espanyol","RB Leipzig","Espanyol","0.0","0.0","Angeliño","Aguado","Angeliño","Aguado","0.375","0.375","1997-01-04T00:00","1996-05-01T00:00","1997-01-04T00:00","1996-05-01T00:00","0.6666666666666667","0.6666666666666667","3","18","3","18","0.0","0.0","1997-01-04T00:00","1996-05-01T00:00","1997-01-04T00:00","1996-05-01T00:00","0.0","0.0","Angeliño","Aguado","Angeliño","Aguado","0.375","0.375"
"WekaMatchingRule","tm_4377","eafc_5909","2.7528336082438187E-5",,"Angeliño","A. Attiah","Angeliño","A. Attiah","0.0","0.0","RB Leipzig","Al Wahda","rb leipzig","al wahda","0.0","0.0","Angeliño","A. Attiah","Angeliño","A. Attiah","0.0","0.0","RB Leipzig","Al Wahda","RB Leipzig","Al Wahda","0.0","0.0","RB Leipzig","Al Wahda","RB Leipzig","Al Wahda","0.09999999999999998","0.09999999999999998","Angeliño","A. Attiah","Angeliño","A. Attiah","0.2222222222222222","0.2222222222222222","1997-01-04T00:00","1997-03-01T00:00","1997-01-04T00:00","1997-03-01T00:00","1.0","1.0","3","13","3","13","0.0","0.0","1997-01-04T00:00","1997-03-01T00:00","1997-01-04T00:00","1997-03-01T00:00","0.0","0.0","Angeliño","A. Attiah","Angeliño","A. Attiah","0.25","0.25"
"WekaMatchingRule","tm_5699","eafc_1569","5.85233503433159E-4",,"Adson","Adrián","Adson","Adrián","0.0","0.0","FC Nantes","Liverpool","fc nantes","liverpool","0.0","0.0","Adson","Adrián","Adson","Adrián","0.0","0.0","FC Nantes","Liverpool","FC Nantes","Liverpool","0.0","0.0","FC Nantes","Liverpool","FC Nantes","Liverpool","0.0","0.0","Adson","Adrián","Adson","Adrián","0.5","0.5","2000-10-06T00:00","1987-01-03T00:00","2000-10-06T00:00","1987-01-03T00:00","0.0","0.0","20","13","20","13","0.0","0.0","2000-10-06T00:00","1987-01-03T00:00","2000-10-06T00:00","1987-01-03T00:00","0.0","0.0","Adson","Adrián","Adson","Adrián","0.5","0.5"
"WekaMatchingRule","tm_9265","eafc_9484","2.915560568572355E-5",,"Anuar","Arana","Anuar","Arana","0.0","0.0","Real Valladolid CF","Racing Santander","real valladolid cf","racing santander","0.0","0.0","Anuar","Arana","Anuar","Arana","0.0","0.0","Real Valladolid CF","Racing Santander","Real Valladolid CF","Racing Santander","0.0","0.0","Real Valladolid CF","Racing Santander","Real Valladolid CF","Racing Santander","0.2222222222222222","0.2222222222222222","Anuar","Arana","Anuar","Arana","0.19999999999999996","0.19999999999999996","1995-01-15T00:00","2000-02-08T00:00","1995-01-15T00:00","2000-02-08T00:00","0.0","0.0","23","9","23","9","0.0","0.0","1995-01-15T00:00","2000-02-08T00:00","1995-01-15T00:00","2000-02-08T00:00","0.0","0.0","Anuar","Arana","Anuar","Arana","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","tm_4377","eafc_5901","9.655504683049429E-6",,"Angeliño","A. Adam","Angeliño","A. Adam","0.0","0.0","RB Leipzig","Al Taawon","rb leipzig","al taawon","0.0","0.0","Angeliño","A. Adam","Angeliño","A. Adam","0.0","0.0","RB Leipzig","Al Taawon","RB Leipzig","Al Taawon","0.0","0.0","RB Leipzig","Al Taawon","RB Leipzig","Al Taawon","0.09999999999999998","0.09999999999999998","Angeliño","A. Adam","Angeliño","A. Adam","0.125","0.125","1997-01-04T00:00","1995-01-01T00:00","1997-01-04T00:00","1995-01-01T00:00","0.33333333333333337","0.33333333333333337","3","27","3","27","0.0","0.0","1997-01-04T00:00","1995-01-01T00:00","1997-01-04T00:00","1995-01-01T00:00","0.0","0.0","Angeliño","A. Adam","Angeliño","A. Adam","0.125","0.125"
"WekaMatchingRule","tm_1610","eafc_7284","9.719844767408164E-5",,"Artur","Adrián","Artur","Adrián","0.0","0.0","Houston Dynamo FC","Deportivo Alavés","houston dynamo fc","deportivo alavés","0.0","0.0","Artur","Adrián","Artur","Adrián","0.0","0.0","Houston Dynamo FC","Deportivo Alavés","Houston Dynamo FC","Deportivo Alavés","0.0","0.0","Houston Dynamo FC","Deportivo Alavés","Houston Dynamo FC","Deportivo Alavés","0.05882352941176472","0.05882352941176472","Artur","Adrián","Artur","Adrián","0.33333333333333337","0.33333333333333337","1996-03-11T00:00","2000-12-12T00:00","1996-03-11T00:00","2000-12-12T00:00","0.0","0.0","6","33","6","33","0.0","0.0","1996-03-11T00:00","2000-12-12T00:00","1996-03-11T00:00","2000-12-12T00:00","0.0","0.0","Artur","Adrián","Artur","Adrián","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","eafc_11305","tm_3029",,"0","Yi Teng","Xin Tang","Yi Teng","Xin Tang","0.0","0.0","Changchun Yatai","Chengdu Rongcheng","changchun yatai","chengdu rongcheng","0.0","0.0","Yi Teng","Xin Tang","Yi Teng","Xin Tang","0.0","0.0","Changchun Yatai","Chengdu Rongcheng","Changchun Yatai","Chengdu Rongcheng","0.0","0.0","Changchun Yatai","Chengdu Rongcheng","Changchun Yatai","Chengdu Rongcheng","0.2941176470588235","0.2941176470588235","Yi Teng","Xin Tang","Yi Teng","Xin Tang","0.625","0.625","1990-02-20T00:00","1990-10-16T00:00","1990-02-20T00:00","1990-10-16T00:00","1.0","1.0","26","3","26","3","0.0","0.0","1990-02-20T00:00","1990-10-16T00:00","1990-02-20T00:00","1990-10-16T00:00","0.0","0.0","Yi Teng","Xin Tang","Yi Teng","Xin Tang","0.5416666666666667","0.5416666666666667"
"WekaMatchingRule","tm_5606","eafc_1491","5.409236051258335E-6",,"Alexsandro","A. Areola","Alexsandro","A. Areola","0.0","0.0","LOSC Lille","West Ham United","losc lille","west ham united","0.0","0.0","Alexsandro","A. Areola","Alexsandro","A. Areola","0.0","0.0","LOSC Lille","West Ham United","LOSC Lille","West Ham United","0.0","0.0","LOSC Lille","West Ham United","LOSC Lille","West Ham United","0.19999999999999996","0.19999999999999996","Alexsandro","A. Areola","Alexsandro","A. Areola","0.09999999999999998","0.09999999999999998","1999-08-09T00:00","1993-02-27T00:00","1999-08-09T00:00","1993-02-27T00:00","0.0","0.0","4","23","4","23","0.0","0.0","1999-08-09T00:00","1993-02-27T00:00","1999-08-09T00:00","1993-02-27T00:00","0.0","0.0","Alexsandro","A. Areola","Alexsandro","A. Areola","0.30000000000000004","0.30000000000000004"
