"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerNameReverseComparator record1Value","[1] PlayerNameReverseComparator record2Value","[1] PlayerNameReverseComparator record1PreprocessedValue","[1] PlayerNameReverseComparator record2PreprocessedValue","[1] PlayerNameReverseComparator similarity","[1] PlayerNameReverseComparator postproccesedSimilarity","[2] PlayerNameComparatorLevenshtein record1Value","[2] PlayerNameComparatorLevenshtein record2Value","[2] PlayerNameComparatorLevenshtein record1PreprocessedValue","[2] PlayerNameComparatorLevenshtein record2PreprocessedValue","[2] PlayerNameComparatorLevenshtein similarity","[2] PlayerNameComparatorLevenshtein postproccesedSimilarity","[3] PlayerNameComparatorEqual record1Value","[3] PlayerNameComparatorEqual record2Value","[3] PlayerNameComparatorEqual record1PreprocessedValue","[3] PlayerNameComparatorEqual record2PreprocessedValue","[3] PlayerNameComparatorEqual similarity","[3] PlayerNameComparatorEqual postproccesedSimilarity","[4] PlayerNameComparatorMongeElkan record1Value","[4] PlayerNameComparatorMongeElkan record2Value","[4] PlayerNameComparatorMongeElkan record1PreprocessedValue","[4] PlayerNameComparatorMongeElkan record2PreprocessedValue","[4] PlayerNameComparatorMongeElkan similarity","[4] PlayerNameComparatorMongeElkan postproccesedSimilarity","[5] PlayerBirthdateComparator10Years record1Value","[5] PlayerBirthdateComparator10Years record2Value","[5] PlayerBirthdateComparator10Years record1PreprocessedValue","[5] PlayerBirthdateComparator10Years record2PreprocessedValue","[5] PlayerBirthdateComparator10Years similarity","[5] PlayerBirthdateComparator10Years postproccesedSimilarity","[6] PlayerBirthdateComparator2Years record1Value","[6] PlayerBirthdateComparator2Years record2Value","[6] PlayerBirthdateComparator2Years record1PreprocessedValue","[6] PlayerBirthdateComparator2Years record2PreprocessedValue","[6] PlayerBirthdateComparator2Years similarity","[6] PlayerBirthdateComparator2Years postproccesedSimilarity","[7] PlayerBirthdateComparatorDay record1Value","[7] PlayerBirthdateComparatorDay record2Value","[7] PlayerBirthdateComparatorDay record1PreprocessedValue","[7] PlayerBirthdateComparatorDay record2PreprocessedValue","[7] PlayerBirthdateComparatorDay similarity","[7] PlayerBirthdateComparatorDay postproccesedSimilarity","[8] PlayerBirthdateComparatorDay record1Value","[8] PlayerBirthdateComparatorDay record2Value","[8] PlayerBirthdateComparatorDay record1PreprocessedValue","[8] PlayerBirthdateComparatorDay record2PreprocessedValue","[8] PlayerBirthdateComparatorDay similarity","[8] PlayerBirthdateComparatorDay postproccesedSimilarity","[9] PlayerBirthdateComparator record1Value","[9] PlayerBirthdateComparator record2Value","[9] PlayerBirthdateComparator record1PreprocessedValue","[9] PlayerBirthdateComparator record2PreprocessedValue","[9] PlayerBirthdateComparator similarity","[9] PlayerBirthdateComparator postproccesedSimilarity","[10] PlayerBirthdateComparatorDay record1Value","[10] PlayerBirthdateComparatorDay record2Value","[10] PlayerBirthdateComparatorDay record1PreprocessedValue","[10] PlayerBirthdateComparatorDay record2PreprocessedValue","[10] PlayerBirthdateComparatorDay similarity","[10] PlayerBirthdateComparatorDay postproccesedSimilarity","[11] PlayerClubComparatorLowerCaseJaccard record1Value","[11] PlayerClubComparatorLowerCaseJaccard record2Value","[11] PlayerClubComparatorLowerCaseJaccard record1PreprocessedValue","[11] PlayerClubComparatorLowerCaseJaccard record2PreprocessedValue","[11] PlayerClubComparatorLowerCaseJaccard similarity","[11] PlayerClubComparatorLowerCaseJaccard postproccesedSimilarity","[12] PlayerClubComparatorJaccard record1Value","[12] PlayerClubComparatorJaccard record2Value","[12] PlayerClubComparatorJaccard record1PreprocessedValue","[12] PlayerClubComparatorJaccard record2PreprocessedValue","[12] PlayerClubComparatorJaccard similarity","[12] PlayerClubComparatorJaccard postproccesedSimilarity","[13] PlayerClubComparatorLevenshtein record1Value","[13] PlayerClubComparatorLevenshtein record2Value","[13] PlayerClubComparatorLevenshtein record1PreprocessedValue","[13] PlayerClubComparatorLevenshtein record2PreprocessedValue","[13] PlayerClubComparatorLevenshtein similarity","[13] PlayerClubComparatorLevenshtein postproccesedSimilarity","[14] PlayerLeagueComparatorEqual record1Value","[14] PlayerLeagueComparatorEqual record2Value","[14] PlayerLeagueComparatorEqual record1PreprocessedValue","[14] PlayerLeagueComparatorEqual record2PreprocessedValue","[14] PlayerLeagueComparatorEqual similarity","[14] PlayerLeagueComparatorEqual postproccesedSimilarity"
"WekaMatchingRule","tm_9227","fm_15389",,"0","Yoel Rodríguez","Dani Rodríguez","Yoel Rodríguez","Dani Rodríguez","0.3333333333333333","0.3333333333333333","Yoel Rodríguez","Rodríguez Dani","Yoel Rodríguez","Rodríguez Dani","0.2857142857142857","0.2857142857142857","Yoel Rodríguez","Dani Rodríguez","Yoel Rodríguez","Dani Rodríguez","0.7142857142857143","0.7142857142857143","Yoel Rodríguez","Dani Rodríguez","Yoel Rodríguez","Dani Rodríguez","0.0","0.0","Yoel Rodríguez","Dani Rodríguez","Yoel Rodríguez","Dani Rodríguez","0.6111111111111112","0.6111111111111112","1988-08-28T00:00","1988-06-06T00:00","1988-08-28T00:00","1988-06-06T00:00","1.0","1.0","1988-08-28T00:00","1988-06-06T00:00","1988-08-28T00:00","1988-06-06T00:00","1.0","1.0","1988-08-28T00:00","1988-06-06T00:00","1988-08-28T00:00","1988-06-06T00:00","0.0","0.0","1988-08-28T00:00","1988-06-06T00:00","1988-08-28T00:00","1988-06-06T00:00","0.17000000000000004","0.17000000000000004","1988-08-28T00:00","1988-06-06T00:00","1988-08-28T00:00","1988-06-06T00:00","1.0","1.0","1988-08-28T00:00","1988-06-06T00:00","1988-08-28T00:00","1988-06-06T00:00","0.0","0.0","SD Eibar","Mallorca","sd eibar","mallorca","0.0","0.0","SD Eibar","Mallorca","SD Eibar","Mallorca","0.0","0.0","SD Eibar","Mallorca","SD Eibar","Mallorca","0.0","0.0",,"Spanish First Division",,"Spanish First Division","0.0","0.0"
"WekaMatchingRule","tm_2744","fm_4388",,"0","David Udogu","David Odogu","David Udogu","David Odogu","0.3333333333333333","0.3333333333333333","David Udogu","Odogu David","David Udogu","Odogu David","0.09090909090909094","0.09090909090909094","David Udogu","David Odogu","David Udogu","David Odogu","0.9090909090909091","0.9090909090909091","David Udogu","David Odogu","David Udogu","David Odogu","0.0","0.0","David Udogu","David Odogu","David Udogu","David Odogu","0.9","0.9","2003-01-30T00:00","2006-06-03T00:00","2003-01-30T00:00","2006-06-03T00:00","0.7","0.7","2003-01-30T00:00","2006-06-03T00:00","2003-01-30T00:00","2006-06-03T00:00","0.0","0.0","2003-01-30T00:00","2006-06-03T00:00","2003-01-30T00:00","2006-06-03T00:00","0.0","0.0","2003-01-30T00:00","2006-06-03T00:00","2003-01-30T00:00","2006-06-03T00:00","0.0","0.0","2003-01-30T00:00","2006-06-03T00:00","2003-01-30T00:00","2006-06-03T00:00","0.0","0.0","2003-01-30T00:00","2006-06-03T00:00","2003-01-30T00:00","2006-06-03T00:00","0.0","0.0","FC Ingolstadt 04","VfL Wolfsburg","fc ingolstadt 04","vfl wolfsburg","0.0","0.0","FC Ingolstadt 04","VfL Wolfsburg","FC Ingolstadt 04","VfL Wolfsburg","0.0","0.0","FC Ingolstadt 04","VfL Wolfsburg","FC Ingolstadt 04","VfL Wolfsburg","0.1875","0.1875",,"Bundesliga",,"Bundesliga","0.0","0.0"
"WekaMatchingRule","tm_1468","fm_3305",,"0","Brandon Cambridge","Calvin Raatsie","Brandon Cambridge","Calvin Raatsie","0.0","0.0","Brandon Cambridge","Raatsie Calvin","Brandon Cambridge","Raatsie Calvin","0.2941176470588235","0.2941176470588235","Brandon Cambridge","Calvin Raatsie","Brandon Cambridge","Calvin Raatsie","0.3529411764705882","0.3529411764705882","Brandon Cambridge","Calvin Raatsie","Brandon Cambridge","Calvin Raatsie","0.0","0.0","Brandon Cambridge","Calvin Raatsie","Brandon Cambridge","Calvin Raatsie","0.30952380952380953","0.30952380952380953","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","1.0","1.0","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","1.0","1.0","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","1.0","1.0","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","1.0","1.0","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","1.0","1.0","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","2002-02-09T00:00","1.0","1.0","Charlotte FC","FC Utrecht","charlotte fc","fc utrecht","0.3333333333333333","0.0","Charlotte FC","FC Utrecht","Charlotte FC","FC Utrecht","0.3333333333333333","0.0","Charlotte FC","FC Utrecht","Charlotte FC","FC Utrecht","0.16666666666666663","0.16666666666666663",,"Eredivisie",,"Eredivisie","0.0","0.0"
"WekaMatchingRule","tm_1092","fm_6418",,"0","Leo Väisänen","Sauli Väisänen","Leo Väisänen","Sauli Väisänen","0.3333333333333333","0.3333333333333333","Leo Väisänen","Väisänen Sauli","Leo Väisänen","Väisänen Sauli","0.2857142857142857","0.2857142857142857","Leo Väisänen","Sauli Väisänen","Leo Väisänen","Sauli Väisänen","0.6428571428571428","0.6428571428571428","Leo Väisänen","Sauli Väisänen","Leo Väisänen","Sauli Väisänen","0.0","0.0","Leo Väisänen","Sauli Väisänen","Leo Väisänen","Sauli Väisänen","0.5625","0.5625","1997-07-23T00:00","1994-06-05T00:00","1997-07-23T00:00","1994-06-05T00:00","0.7","0.7","1997-07-23T00:00","1994-06-05T00:00","1997-07-23T00:00","1994-06-05T00:00","0.0","0.0","1997-07-23T00:00","1994-06-05T00:00","1997-07-23T00:00","1994-06-05T00:00","0.0","0.0","1997-07-23T00:00","1994-06-05T00:00","1997-07-23T00:00","1994-06-05T00:00","0.0","0.0","1997-07-23T00:00","1994-06-05T00:00","1997-07-23T00:00","1994-06-05T00:00","0.0","0.0","1997-07-23T00:00","1994-06-05T00:00","1997-07-23T00:00","1994-06-05T00:00","0.0","0.0","Austin FC","Cosenza","austin fc","cosenza","0.0","0.0","Austin FC","Cosenza","Austin FC","Cosenza","0.0","0.0","Austin FC","Cosenza","Austin FC","Cosenza","0.2222222222222222","0.2222222222222222",,"Italian Serie B",,"Italian Serie B","0.0","0.0"
"WekaMatchingRule","tm_1743","fm_7205",,"0","Kilian Ludewig","Kalifa Kujabi","Kilian Ludewig","Kalifa Kujabi","0.0","0.0","Kilian Ludewig","Kujabi Kalifa","Kilian Ludewig","Kujabi Kalifa","0.1428571428571429","0.1428571428571429","Kilian Ludewig","Kalifa Kujabi","Kilian Ludewig","Kalifa Kujabi","0.4285714285714286","0.4285714285714286","Kilian Ludewig","Kalifa Kujabi","Kilian Ludewig","Kalifa Kujabi","0.0","0.0","Kilian Ludewig","Kalifa Kujabi","Kilian Ludewig","Kalifa Kujabi","0.39285714285714285","0.39285714285714285","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","1.0","1.0","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","1.0","1.0","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","1.0","1.0","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","1.0","1.0","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","1.0","1.0","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","2000-03-05T00:00","1.0","1.0",,"Frosinone","","frosinone","0.0","0.0",,"Frosinone",,"Frosinone","0.0","0.0",,"Frosinone",,"Frosinone","0.0","0.0",,"Italian Serie B",,"Italian Serie B","0.0","0.0"
"WekaMatchingRule","tm_7773","fm_4364",,"0","Marcel Wenig","Jonathan Wensing","Marcel Wenig","Jonathan Wensing","0.0","0.0","Marcel Wenig","Wensing Jonathan","Marcel Wenig","Wensing Jonathan","0.125","0.125","Marcel Wenig","Jonathan Wensing","Marcel Wenig","Jonathan Wensing","0.4375","0.4375","Marcel Wenig","Jonathan Wensing","Marcel Wenig","Jonathan Wensing","0.0","0.0","Marcel Wenig","Jonathan Wensing","Marcel Wenig","Jonathan Wensing","0.41964285714285715","0.41964285714285715","2004-05-04T00:00","2004-04-05T00:00","2004-05-04T00:00","2004-04-05T00:00","1.0","1.0","2004-05-04T00:00","2004-04-05T00:00","2004-05-04T00:00","2004-04-05T00:00","1.0","1.0","2004-05-04T00:00","2004-04-05T00:00","2004-05-04T00:00","2004-04-05T00:00","0.0","0.0","2004-05-04T00:00","2004-04-05T00:00","2004-05-04T00:00","2004-04-05T00:00","0.71","0.71","2004-05-04T00:00","2004-04-05T00:00","2004-05-04T00:00","2004-04-05T00:00","1.0","1.0","2004-05-04T00:00","2004-04-05T00:00","2004-05-04T00:00","2004-04-05T00:00","0.0","0.0","Eintracht Frankfurt","SC Freiburg","eintracht frankfurt","sc freiburg","0.0","0.0","Eintracht Frankfurt","SC Freiburg","Eintracht Frankfurt","SC Freiburg","0.0","0.0","Eintracht Frankfurt","SC Freiburg","Eintracht Frankfurt","SC Freiburg","0.3157894736842105","0.3157894736842105",,"Bundesliga",,"Bundesliga","0.0","0.0"
"WekaMatchingRule","fm_10160","tm_2489","0.0",,"Ademílson","Abdulrahman Al-Harthi","Ademílson","Abdulrahman Al-Harthi","0.0","0.0","Ademílson","Abdulrahman Al-Harthi","Ademílson","Abdulrahman Al-Harthi","0.19047619047619047","0.19047619047619047","Ademílson","Abdulrahman Al-Harthi","Ademílson","Abdulrahman Al-Harthi","0.19047619047619047","0.19047619047619047","Ademílson","Abdulrahman Al-Harthi","Ademílson","Abdulrahman Al-Harthi","0.0","0.0","Ademílson","Abdulrahman Al-Harthi","Ademílson","Abdulrahman Al-Harthi","0.2727272727272727","0.2727272727272727","1994-01-09T00:00","1998-09-06T00:00","1994-01-09T00:00","1998-09-06T00:00","0.6","0.6","1994-01-09T00:00","1998-09-06T00:00","1994-01-09T00:00","1998-09-06T00:00","0.0","0.0","1994-01-09T00:00","1998-09-06T00:00","1994-01-09T00:00","1998-09-06T00:00","0.0","0.0","1994-01-09T00:00","1998-09-06T00:00","1994-01-09T00:00","1998-09-06T00:00","0.0","0.0","1994-01-09T00:00","1998-09-06T00:00","1994-01-09T00:00","1998-09-06T00:00","0.0","0.0","1994-01-09T00:00","1998-09-06T00:00","1994-01-09T00:00","1998-09-06T00:00","0.0","0.0","WH Three Towns","Al-Tai FC","wh three towns","al-tai fc","0.0","0.0","WH Three Towns","Al-Tai FC","WH Three Towns","Al-Tai FC","0.0","0.0","WH Three Towns","Al-Tai FC","WH Three Towns","Al-Tai FC","0.1428571428571429","0.1428571428571429","Chinese Super League",,"Chinese Super League",,"0.0","0.0"
"WekaMatchingRule","tm_9575","fm_14218",,"0","Saúl García","Raúl García","Saúl García","Raúl García","0.3333333333333333","0.3333333333333333","Saúl García","García Raúl","Saúl García","García Raúl","0.18181818181818177","0.18181818181818177","Saúl García","Raúl García","Saúl García","Raúl García","0.9090909090909091","0.9090909090909091","Saúl García","Raúl García","Saúl García","Raúl García","0.0","0.0","Saúl García","Raúl García","Saúl García","Raúl García","0.875","0.875","1994-11-09T00:00","1986-07-11T00:00","1994-11-09T00:00","1986-07-11T00:00","0.19999999999999996","0.19999999999999996","1994-11-09T00:00","1986-07-11T00:00","1994-11-09T00:00","1986-07-11T00:00","0.0","0.0","1994-11-09T00:00","1986-07-11T00:00","1994-11-09T00:00","1986-07-11T00:00","0.0","0.0","1994-11-09T00:00","1986-07-11T00:00","1994-11-09T00:00","1986-07-11T00:00","0.0","0.0","1994-11-09T00:00","1986-07-11T00:00","1994-11-09T00:00","1986-07-11T00:00","0.0","0.0","1994-11-09T00:00","1986-07-11T00:00","1994-11-09T00:00","1986-07-11T00:00","0.0","0.0","Racing Santander","A. Bilbao","racing santander","a. bilbao","0.0","0.0","Racing Santander","A. Bilbao","Racing Santander","A. Bilbao","0.0","0.0","Racing Santander","A. Bilbao","Racing Santander","A. Bilbao","0.1875","0.1875",,"Spanish First Division",,"Spanish First Division","0.0","0.0"
"WekaMatchingRule","tm_7027","fm_12157",,"1","Oscar Bobb","Oscar Bobb","Oscar Bobb","Oscar Bobb","1.0","1.0","Oscar Bobb","Bobb Oscar","Oscar Bobb","Bobb Oscar","0.0","0.0","Oscar Bobb","Oscar Bobb","Oscar Bobb","Oscar Bobb","1.0","1.0","Oscar Bobb","Oscar Bobb","Oscar Bobb","Oscar Bobb","1.0","1.0","Oscar Bobb","Oscar Bobb","Oscar Bobb","Oscar Bobb","1.0","1.0","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","1.0","1.0","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","1.0","1.0","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","1.0","1.0","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","1.0","1.0","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","1.0","1.0","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","2003-07-12T00:00","1.0","1.0","Manchester City","Man City","manchester city","man city","0.3333333333333333","0.0","Manchester City","Man City","Manchester City","Man City","0.3333333333333333","0.0","Manchester City","Man City","Manchester City","Man City","0.5333333333333333","0.5333333333333333",,"English Premier Division",,"English Premier Division","0.0","0.0"
"WekaMatchingRule","tm_1473","fm_8909",,"0","Vinicius Mello","Vincenzo Ciriello","Vinicius Mello","Vincenzo Ciriello","0.0","0.0","Vinicius Mello","Ciriello Vincenzo","Vinicius Mello","Ciriello Vincenzo","0.2941176470588235","0.2941176470588235","Vinicius Mello","Vincenzo Ciriello","Vinicius Mello","Vincenzo Ciriello","0.47058823529411764","0.47058823529411764","Vinicius Mello","Vincenzo Ciriello","Vinicius Mello","Vincenzo Ciriello","0.0","0.0","Vinicius Mello","Vincenzo Ciriello","Vinicius Mello","Vincenzo Ciriello","0.4375","0.4375","2002-08-19T00:00","2002-08-16T00:00","2002-08-19T00:00","2002-08-16T00:00","1.0","1.0","2002-08-19T00:00","2002-08-16T00:00","2002-08-19T00:00","2002-08-16T00:00","1.0","1.0","2002-08-19T00:00","2002-08-16T00:00","2002-08-19T00:00","2002-08-16T00:00","0.0","0.0","2002-08-19T00:00","2002-08-16T00:00","2002-08-19T00:00","2002-08-16T00:00","0.97","0.97","2002-08-19T00:00","2002-08-16T00:00","2002-08-19T00:00","2002-08-16T00:00","1.0","1.0","2002-08-19T00:00","2002-08-16T00:00","2002-08-19T00:00","2002-08-16T00:00","0.4","0.4","Charlotte FC","Cittadella","charlotte fc","cittadella","0.0","0.0","Charlotte FC","Cittadella","Charlotte FC","Cittadella","0.0","0.0","Charlotte FC","Cittadella","Charlotte FC","Cittadella","0.16666666666666663","0.16666666666666663",,"Italian Serie B",,"Italian Serie B","0.0","0.0"
"WekaMatchingRule","tm_8706","fm_6513",,"1","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","1.0","1.0","Fabio Depaoli","Depaoli Fabio","Fabio Depaoli","Depaoli Fabio","0.15384615384615385","0.15384615384615385","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","1.0","1.0","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","1.0","1.0","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","Fabio Depaoli","1.0","1.0","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1.0","1.0","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1.0","1.0","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1.0","1.0","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1.0","1.0","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1.0","1.0","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1997-04-24T00:00","1.0","1.0","UC Sampdoria","Verona","uc sampdoria","verona","0.0","0.0","UC Sampdoria","Verona","UC Sampdoria","Verona","0.0","0.0","UC Sampdoria","Verona","UC Sampdoria","Verona","0.16666666666666663","0.16666666666666663",,"Italian Serie A",,"Italian Serie A","0.0","0.0"
"WekaMatchingRule","tm_8480","fm_17883",,"0","Enzo Crombez","Enzo Grothe","Enzo Crombez","Enzo Grothe","0.3333333333333333","0.3333333333333333","Enzo Crombez","Grothe Enzo","Enzo Crombez","Grothe Enzo","0.08333333333333337","0.08333333333333337","Enzo Crombez","Enzo Grothe","Enzo Crombez","Enzo Grothe","0.6666666666666667","0.6666666666666667","Enzo Crombez","Enzo Grothe","Enzo Crombez","Enzo Grothe","0.0","0.0","Enzo Crombez","Enzo Grothe","Enzo Crombez","Enzo Grothe","0.7142857142857143","0.7142857142857143","2003-03-23T00:00","2005-03-24T00:00","2003-03-23T00:00","2005-03-24T00:00","0.8","0.8","2003-03-23T00:00","2005-03-24T00:00","2003-03-23T00:00","2005-03-24T00:00","0.0","0.0","2003-03-23T00:00","2005-03-24T00:00","2003-03-23T00:00","2005-03-24T00:00","0.0","0.0","2003-03-23T00:00","2005-03-24T00:00","2003-03-23T00:00","2005-03-24T00:00","0.0","0.0","2003-03-23T00:00","2005-03-24T00:00","2003-03-23T00:00","2005-03-24T00:00","0.33333333333333337","0.33333333333333337","2003-03-23T00:00","2005-03-24T00:00","2003-03-23T00:00","2005-03-24T00:00","0.0","0.0","Rodez AF","Bordeaux","rodez af","bordeaux","0.0","0.0","Rodez AF","Bordeaux","Rodez AF","Bordeaux","0.0","0.0","Rodez AF","Bordeaux","Rodez AF","Bordeaux","0.25","0.25",,"Ligue 2 BKT",,"Ligue 2 BKT","0.0","0.0"
"WekaMatchingRule","fm_10160","tm_2492","0.0",,"Ademílson","Adeeb Al-Haizan","Ademílson","Adeeb Al-Haizan","0.0","0.0","Ademílson","Adeeb Al-Haizan","Ademílson","Adeeb Al-Haizan","0.33333333333333337","0.33333333333333337","Ademílson","Adeeb Al-Haizan","Ademílson","Adeeb Al-Haizan","0.33333333333333337","0.33333333333333337","Ademílson","Adeeb Al-Haizan","Ademílson","Adeeb Al-Haizan","0.0","0.0","Ademílson","Adeeb Al-Haizan","Ademílson","Adeeb Al-Haizan","0.33333333333333337","0.33333333333333337","1994-01-09T00:00","2001-05-30T00:00","1994-01-09T00:00","2001-05-30T00:00","0.30000000000000004","0.30000000000000004","1994-01-09T00:00","2001-05-30T00:00","1994-01-09T00:00","2001-05-30T00:00","0.0","0.0","1994-01-09T00:00","2001-05-30T00:00","1994-01-09T00:00","2001-05-30T00:00","0.0","0.0","1994-01-09T00:00","2001-05-30T00:00","1994-01-09T00:00","2001-05-30T00:00","0.0","0.0","1994-01-09T00:00","2001-05-30T00:00","1994-01-09T00:00","2001-05-30T00:00","0.0","0.0","1994-01-09T00:00","2001-05-30T00:00","1994-01-09T00:00","2001-05-30T00:00","0.0","0.0","WH Three Towns","Al-Tai FC","wh three towns","al-tai fc","0.0","0.0","WH Three Towns","Al-Tai FC","WH Three Towns","Al-Tai FC","0.0","0.0","WH Three Towns","Al-Tai FC","WH Three Towns","Al-Tai FC","0.1428571428571429","0.1428571428571429","Chinese Super League",,"Chinese Super League",,"0.0","0.0"
"WekaMatchingRule","tm_6802","fm_10134",,"0","Sávio","Flávio","Sávio","Flávio","0.0","0.0","Sávio","Flávio","Sávio","Flávio","0.6666666666666667","0.6666666666666667","Sávio","Flávio","Sávio","Flávio","0.6666666666666667","0.6666666666666667","Sávio","Flávio","Sávio","Flávio","0.0","0.0","Sávio","Flávio","Sávio","Flávio","0.6666666666666667","0.6666666666666667","2004-04-10T00:00","1996-02-10T00:00","2004-04-10T00:00","1996-02-10T00:00","0.19999999999999996","0.19999999999999996","2004-04-10T00:00","1996-02-10T00:00","2004-04-10T00:00","1996-02-10T00:00","0.0","0.0","2004-04-10T00:00","1996-02-10T00:00","2004-04-10T00:00","1996-02-10T00:00","0.0","0.0","2004-04-10T00:00","1996-02-10T00:00","2004-04-10T00:00","1996-02-10T00:00","0.0","0.0","2004-04-10T00:00","1996-02-10T00:00","2004-04-10T00:00","1996-02-10T00:00","0.0","0.0","2004-04-10T00:00","1996-02-10T00:00","2004-04-10T00:00","1996-02-10T00:00","0.0","0.0","ESTAC Troyes","Al-Taawoun","estac troyes","al-taawoun","0.0","0.0","ESTAC Troyes","Al-Taawoun","ESTAC Troyes","Al-Taawoun","0.0","0.0","ESTAC Troyes","Al-Taawoun","ESTAC Troyes","Al-Taawoun","0.16666666666666663","0.16666666666666663",,"Saudi Professional League",,"Saudi Professional League","0.0","0.0"
"WekaMatchingRule","tm_9671","fm_16170",,"1","Moi Delgado","Moisés Delgado","Moi Delgado","Moisés Delgado","0.3333333333333333","0.3333333333333333","Moi Delgado","Delgado Moisés","Moi Delgado","Delgado Moisés","0.2142857142857143","0.2142857142857143","Moi Delgado","Moisés Delgado","Moi Delgado","Moisés Delgado","0.7857142857142857","0.7857142857142857","Moi Delgado","Moisés Delgado","Moi Delgado","Moisés Delgado","0.0","0.0","Moi Delgado","Moisés Delgado","Moi Delgado","Moisés Delgado","0.75","0.75","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1.0","1.0","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1.0","1.0","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1.0","1.0","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1.0","1.0","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1.0","1.0","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1994-04-18T00:00","1.0","1.0","Racing Ferrol","Ponferrada","racing ferrol","ponferrada","0.0","0.0","Racing Ferrol","Ponferrada","Racing Ferrol","Ponferrada","0.0","0.0","Racing Ferrol","Ponferrada","Racing Ferrol","Ponferrada","0.3076923076923077","0.3076923076923077",,"Spanish Second Division",,"Spanish Second Division","0.0","0.0"
